	date	time	speaker	text
1264	August 20th	8:36:26 AM	mahoonie    	You don't? Not even a little bit?
1265	August 20th	8:44:34 AM	AshleyReyes1	what?
1266	August 20th	9:12:48 AM	mahoonie    	You don't care I watch other girl even a little?
1267	August 20th	9:13:27 AM	AshleyReyes1	but I can't forbid you something
1268	August 20th	9:15:05 AM	mahoonie    	Of course, but you can care :)
1269	August 20th	9:16:07 AM	AshleyReyes1	I think it's wrong, you have the right to look at whoever you want, because I do the same ;)
1270	August 20th	9:17:37 AM	mahoonie    	You look at other girls?
1271	August 20th	9:18:32 AM	AshleyReyes1	boys
1272	August 20th	9:20:13 AM	mahoonie    	So how was your date?
1273	August 20th	9:21:00 AM	AshleyReyes1	it was a friendly meeting, but it was fun, thanks
1274	August 20th	9:21:14 AM	mahoonie    	Are you guys together now?
1275	August 20th	9:21:31 AM	AshleyReyes1	what?
1276	August 20th	9:21:47 AM	mahoonie    	Like are you a couple?
1277	August 20th	9:22:00 AM	AshleyReyes1	noo
1278	August 20th	9:22:20 AM	AshleyReyes1	I told you that we are just friends and why are you so interested in this?
1279	August 20th	9:22:48 AM	mahoonie    	Just a little bit jealous :)
1280	August 20th	9:23:25 AM	mahoonie    	I'm not as cool as you
1281	August 20th	9:24:10 AM	AshleyReyes1	why?
1282	August 20th	9:24:25 AM	AshleyReyes1	why am I cool?
1283	August 20th	9:24:51 AM	mahoonie    	Like, you don't care, never jealous
1284	August 20th	9:25:15 AM	AshleyReyes1	I do not get the point of it
1285	August 20th	9:25:29 AM	mahoonie    	Of being jealous?
1286	August 20th	9:25:47 AM	AshleyReyes1	yes
1287	August 20th	9:26:32 AM	mahoonie    	There is no point, it's not rational, it's a feeling
1288	August 20th	9:26:58 AM	AshleyReyes1	yes, I know
1289	August 20th	9:28:13 AM	AshleyReyes1	it just makes less sense to be jealous
1290	August 20th	9:28:39 AM	mahoonie    	So when you have a boyfriend you're not jealous?
1291	August 20th	9:31:43 AM	AshleyReyes1	I am very jealous, but on this site it is pointless
1292	August 20th	9:31:54 AM	mahoonie    	Oh, ok
1293	August 20th	9:34:10 AM	AshleyReyes1	are you very jealous too?
1294	August 20th	9:34:19 AM	mahoonie    	Not usually
1295	August 20th	9:34:27 AM	AshleyReyes1	"when? "")"
1296	August 20th	9:37:35 AM	mahoonie    	There's this beautiful girl on this website, that is going on dates, and makes me jealous :)
1297	August 20th	9:39:38 AM	AshleyReyes1	hahahah ooh
1298	August 20th	9:40:12 AM	AshleyReyes1	you're so sweet
1299	August 20th	9:40:29 AM	AshleyReyes1	but
1300	August 20th	9:40:47 AM	AshleyReyes1	IT WAS NOT A DATE
1301	August 20th	9:40:48 AM	AshleyReyes1	hahahah
1302	August 20th	9:41:00 AM	mahoonie    	So what did you guys do?
1303	August 20th	9:42:38 AM	AshleyReyes1	we took a walk, talked and then watched a movie, then there were 8 more people and we had a great time
1304	August 20th	9:42:52 AM	mahoonie    	Cool!
1305	August 20th	9:43:05 AM	mahoonie    	What's your dream date?
1306	August 20th	9:43:30 AM	AshleyReyes1	I don't even know...
1307	August 20th	9:44:01 AM	AshleyReyes1	I love romance
1308	August 20th	9:44:12 AM	AshleyReyes1	lots of romance
1309	August 20th	9:44:13 AM	AshleyReyes1	hahahah
1310	August 20th	9:44:16 AM	AshleyReyes1	d you?
1311	August 20th	9:44:34 AM	mahoonie    	My dream date?
1312	August 20th	9:44:58 AM	AshleyReyes1	yes
1313	August 20th	9:46:36 AM	mahoonie    	Really really good sex :)
1314	August 20th	9:48:34 AM	AshleyReyes1	is it all a date dream?
1315	August 20th	9:50:27 AM	mahoonie    	That's the important part
1316	August 20th	9:50:41 AM	mahoonie    	Sex is the most romantic thing imo
1317	August 20th	9:51:49 AM	AshleyReyes1	I agree, but I think it's a nice bonus on a date, not the most important thing
1318	August 20th	9:52:58 AM	mahoonie    	What is the most important part?
1319	August 20th	9:59:14 AM	AshleyReyes1	feelings, romance, views, a thrill in the heart, tenderness and if there are enough trusting feelings - already sex, and not just an animal instinct
1320	August 20th	10:01:31 AM	mahoonie    	Yes, but the peak is the sex
1321	August 20th	10:02:12 AM	mahoonie    	And we are animals :)
1322	August 20th	10:13:10 AM	AshleyReyes1	means your place in the cage ;)
1323	August 20th	10:14:12 AM	mahoonie    	Animals should be free
1324	August 20th	10:14:30 AM	mahoonie    	But I like the cage idea, kinky :)
1325	August 20th	10:15:19 AM	AshleyReyes1	at the expense of animals you said it right, oh my god, what are you thinking :)
1326	August 20th	10:16:11 AM	mahoonie    	Dream date: me and you in a cage, animal sex
1327	August 20th	10:43:56 AM	AshleyReyes1	everything is clear with you :)
1328	August 20th	10:44:24 AM	mahoonie    	What do you mean?
1329	August 20th	10:45:22 AM	AshleyReyes1	nothing, I just understood you
1330	August 20th	10:46:22 AM	mahoonie    	Sounds like a good date, no?
1331	August 20th	10:46:55 AM	AshleyReyes1	I described my perfect date, your idea doesn't seem like that to me
1332	August 20th	10:47:09 AM	AshleyReyes1	we have different priorities in this regard :)
1333	August 20th	10:47:48 AM	mahoonie    	We can have dinner, talk, walk over the bridge, and then go to a cage and have animal sex :)
1334	August 20th	10:48:33 AM	AshleyReyes1	still not that, let's admit that this is where our views differ
1335	August 20th	10:48:47 AM	AshleyReyes1	no matter how hot you are ;)
1336	August 20th	10:50:18 AM	mahoonie    	That's because you didn't try :)
1337	August 20th	10:50:39 AM	AshleyReyes1	you think so? ;)
1338	August 20th	10:51:01 AM	AshleyReyes1	well, about the bridge in San Francisco - I definitely haven't tried it :)
1339	August 20th	10:51:33 AM	mahoonie    	Did you try animal sex in a cage?
1340	August 20th	10:52:18 AM	AshleyReyes1	no, but animal sex yes
1341	August 20th	10:52:47 AM	AshleyReyes1	I don’t like thinking about the cage, I’m also not interested in it
1342	August 20th	10:52:51 AM	AshleyReyes1	soorry
1343	August 20th	10:53:38 AM	mahoonie    	Haha, yeah maybe the cage is not very comfortable
1344	August 20th	10:54:12 AM	AshleyReyes1	yes
1345	August 20th	10:54:48 AM	mahoonie    	Where would you want to have sex?
1346	August 20th	10:55:54 AM	AshleyReyes1	I don't know either
1347	August 20th	10:55:57 AM	AshleyReyes1	and you?
1348	August 20th	10:56:41 AM	mahoonie    	I tried many places, but there's no place like home
1349	August 20th	10:56:58 AM	mahoonie    	Bed at home
1350	August 20th	10:57:29 AM	AshleyReyes1	maybe
1351	August 20th	11:00:32 AM	mahoonie    	Where's the best place you had sex?
1352	August 20th	11:01:34 AM	AshleyReyes1	I liked it almost always and everywhere
1353	August 20th	11:01:54 AM	mahoonie    	Except for cages
1354	August 20th	11:02:14 AM	AshleyReyes1	hahahah
1355	August 20th	11:02:16 AM	mahoonie    	Horny girl
1356	August 20th	11:02:53 AM	AshleyReyes1	I remember the most inconvenient place, it was a construction site
1357	August 20th	11:03:11 AM	AshleyReyes1	a building that was not completed
1358	August 20th	11:03:20 AM	mahoonie    	Oh wow
1359	August 20th	11:03:30 AM	mahoonie    	I never did in a construction site
1360	August 20th	11:03:48 AM	mahoonie    	Where was the best place?
1361	August 20th	11:05:16 AM	AshleyReyes1	I think that the feelings and how I can be good, it is at home, in bed, and if the impressions... on the lake
1362	August 20th	11:05:48 AM	mahoonie    	Yes, lake, or beach
1363	August 20th	11:06:04 AM	mahoonie    	But sand...
1364	August 20th	11:06:22 AM	AshleyReyes1	on the beach is a bad idea
1365	August 20th	11:06:24 AM	AshleyReyes1	yes
1366	August 20th	11:08:08 AM	mahoonie    	Did you have a lot of sex? With many guys?
1367	August 20th	11:09:02 AM	AshleyReyes1	first of all, I never liked this question, and second, I don't know what scale to count on
1368	August 20th	11:09:59 AM	mahoonie    	Like how many people have you been with?
1369	August 20th	11:10:39 AM	AshleyReyes1	I won't tell you
1370	August 20th	11:10:46 AM	mahoonie    	Why not
1371	August 20th	11:10:53 AM	mahoonie    	I can tell you my number
1372	August 20th	11:11:52 AM	AshleyReyes1	I don't tell it to anyone and I don't like to know it from others
1373	August 20th	11:12:07 AM	AshleyReyes1	unnecessary information :)
1374	August 20th	11:13:28 AM	mahoonie    	So a lot :)
1375	August 20th	11:14:42 AM	AshleyReyes1	what?
1376	August 20th	11:15:55 AM	mahoonie    	Many guys :) I don't judge, I just want to know you
1377	August 20th	11:16:35 AM	AshleyReyes1	what a strange assumption you have, it's not the best thing to recognize in a person
1378	August 20th	11:17:05 AM	mahoonie    	Usually when a girl doesn't want to tell, it is because it's a lot
1379	August 20th	11:17:27 AM	AshleyReyes1	this is prejudice
1380	August 20th	11:17:42 AM	AshleyReyes1	generalizing stereotypes
1381	August 20th	11:17:54 AM	mahoonie    	Yes, that's how the brain works
1382	August 20th	11:18:18 AM	AshleyReyes1	okay :)
1383	August 20th	11:22:43 AM	mahoonie    	On cb it says you give this number for 33 tk
1384	August 20th	11:24:23 AM	AshleyReyes1	I knew what you were going to say about it hahah
1385	August 20th	11:24:49 AM	AshleyReyes1	I don't write all the information about myself on the sites, I don't even know what the answer is
1386	August 20th	11:25:18 AM	mahoonie    	Oh wow
1387	August 20th	11:26:08 AM	AshleyReyes1	I told you a little secret
1388	August 20th	11:29:17 AM	mahoonie    	Do you easily fall in love?
1389	August 20th	11:30:38 AM	AshleyReyes1	I think yes
1390	August 20th	11:30:41 AM	AshleyReyes1	nd you?
1391	August 20th	11:30:46 AM	AshleyReyes1	and*
1392	August 20th	11:31:17 AM	mahoonie    	Yeah, I think yes too
1393	August 20th	11:31:25 AM	AshleyReyes1	:)
1394	August 20th	11:35:40 AM	mahoonie    	Are you monogamous, or can you love more than one person at the same time?
1395	August 20th	11:36:10 AM	AshleyReyes1	I cannot love two at once and I cannot cheat on a person
1396	August 20th	11:36:14 AM	AshleyReyes1	and you?
1397	August 20th	11:36:46 AM	mahoonie    	I can, but I try not to cheat, I try to be a good person
1398	August 20th	11:37:23 AM	AshleyReyes1	and so good
1399	August 20th	11:37:38 AM	mahoonie    	?
1400	August 20th	11:38:05 AM	AshleyReyes1	what?
1401	August 20th	11:38:29 AM	mahoonie    	"What do you mean ""and so good""?"
1402	August 20th	11:39:04 AM	AshleyReyes1	that you want to be a good person :)
1403	August 20th	11:39:12 AM	mahoonie    	Thanks
1404	August 20th	11:39:17 AM	mahoonie    	Do you love anyone now?
1405	August 20th	11:40:10 AM	AshleyReyes1	I think not, there is no falling in love
1406	August 20th	11:40:16 AM	AshleyReyes1	and you> :)
1407	August 20th	11:40:34 AM	mahoonie    	I do...
1408	August 20th	11:41:28 AM	AshleyReyes1	your wife?
1409	August 20th	11:43:25 AM	mahoonie    	I won't tell you
1410	August 20th	11:43:55 AM	AshleyReyes1	okay
1411	August 20th	11:50:24 AM	AshleyReyes1	why don't you have any photos in your profile?
1412	August 20th	11:51:05 AM	mahoonie    	Why do people put photos?
1413	August 20th	11:51:55 AM	AshleyReyes1	hmmmm :/
1414	August 20th	11:53:54 AM	mahoonie    	If you want a photo of me there are many on facebook :)
1415	August 20th	11:54:50 AM	AshleyReyes1	I'm happy for you, but I'm not there :)
1416	August 20th	11:54:58 AM	mahoonie    	Oh wow
1417	August 20th	11:55:02 AM	mahoonie    	Instagram?
1418	August 20th	11:55:53 AM	AshleyReyes1	no too
1419	August 20th	11:55:56 AM	AshleyReyes1	nly here
1420	August 20th	11:56:21 AM	mahoonie    	If you give me your number I can send on WhatsApp ;)
1421	August 20th	12:00:39 PM	AshleyReyes1	good move :)
1422	August 20th	12:00:55 PM	AshleyReyes1	there are rules I follow, remember that ;)
1423	August 20th	12:01:39 PM	mahoonie    	Will you give me when you go or just leave me forever?
1424	August 20th	12:03:17 PM	AshleyReyes1	I'll tell you about it on my last day ;)
1425	August 20th	12:03:27 PM	mahoonie    	When is that?
1426	August 20th	12:03:54 PM	AshleyReyes1	I'll definitely be here for another week
1427	August 20th	12:04:15 PM	mahoonie    	Next week I might do vipasana
1428	August 20th	12:04:41 PM	AshleyReyes1	what?
1429	August 20th	12:04:49 PM	mahoonie    	Like meditation week
1430	August 20th	12:05:05 PM	mahoonie    	My brain is noisy
1431	August 20th	12:06:06 PM	AshleyReyes1	oooh
1432	August 20th	12:06:09 PM	AshleyReyes1	nice
1433	August 20th	12:06:57 PM	mahoonie    	You'll have to stay for another week
1434	August 20th	12:10:05 PM	AshleyReyes1	yes
1435	August 20th	12:11:47 PM	mahoonie    	Will you have a better computer tomorrow?
1436	August 20th	12:12:51 PM	AshleyReyes1	tomorrow still there is no, and here is room hope will another
1437	August 20th	12:13:36 PM	mahoonie    	Why are you not on social media?
1438	August 20th	12:14:10 PM	AshleyReyes1	I had to leave it because of this job
1439	August 20th	12:14:43 PM	mahoonie    	Oh wow, that sucks
1440	August 20th	12:14:57 PM	mahoonie    	But when you leave you can go back no?
1441	August 20th	12:15:37 PM	AshleyReyes1	yes
1442	August 20th	12:15:49 PM	AshleyReyes1	but it will be much later
1443	August 20th	12:16:36 PM	mahoonie    	I have time :)
1444	August 20th	12:16:53 PM	AshleyReyes1	hehehe
1445	August 20th	12:17:35 PM	mahoonie    	Wait are you leaving? When are you here tomorrow?
1446	August 20th	12:23:47 PM	AshleyReyes1	no, I'm still here, I'll be leaving soon, I'll be here tomorrow, but in the morning, British time
1447	August 20th	12:25:02 PM	mahoonie    	When is that?
1448	August 20th	12:25:26 PM	AshleyReyes1	6 am
1449	August 20th	12:25:34 PM	mahoonie    	Until?
1450	August 20th	12:26:08 PM	AshleyReyes1	13:00
1451	August 20th	12:26:19 PM	mahoonie    	Ok
1452	August 20th	12:26:35 PM	mahoonie    	Do you want to play tomorrow?
1453	August 20th	12:27:41 PM	AshleyReyes1	I don't think I can do it
1454	August 20th	12:27:48 PM	mahoonie    	Why?
1455	August 20th	12:27:53 PM	AshleyReyes1	if you know what I mean
1456	August 20th	12:28:08 PM	mahoonie    	Special days?
1457	August 20th	12:28:20 PM	AshleyReyes1	yeah
1458	August 20th	12:28:29 PM	AshleyReyes1	hate it
1459	August 20th	12:28:34 PM	mahoonie    	Special days for a special girl
1460	August 20th	12:28:43 PM	AshleyReyes1	HAHAHAH
1461	August 20th	12:28:55 PM	mahoonie    	Yeah, I hate it too
1462	August 20th	12:29:06 PM	AshleyReyes1	there is nothing to do on this site at this time
1463	September 10th	12:29:13 PM	mahoonie    	
1464	September 10th	12:29:31 PM	AshleyReyes1	yes
1465	September 10th	12:29:36 PM	mahoonie    	Oh no
1466	September 10th	12:29:40 PM	mahoonie    	What will I do?
1467	September 10th	12:30:01 PM	AshleyReyes1	even at a distance it is impossible to have sex these days
1468	September 10th	12:30:13 PM	mahoonie    	Haha yes
1469	September 10th	12:30:19 PM	AshleyReyes1	you have a huge choice ;)
1470	September 10th	12:30:46 PM	mahoonie    	Haha, yes
1471	September 10th	12:31:10 PM	mahoonie    	But do you promise to stay another week so I can play with you again?
1472	September 10th	12:32:01 PM	AshleyReyes1	yes
1473	September 10th	12:32:09 PM	AshleyReyes1	I promise
1474	September 10th	12:32:16 PM	mahoonie    	Thank you
1475	September 10th	12:32:23 PM	mahoonie    	You are very nice to me :)
1476	September 10th	12:33:03 PM	AshleyReyes1	and thank you
1477	September 10th	12:33:12 PM	mahoonie    	For what?
1478	September 10th	12:33:37 PM	AshleyReyes1	that you want to be with me
1479	September 10th	12:34:25 PM	mahoonie    	My pleasure :)
1480	September 10th	12:36:06 PM	mahoonie    	Wait so you'll be here in ~10 hours
1481	September 10th	12:36:39 PM	AshleyReyes1	yes  hahah
1482	September 10th	12:37:16 PM	mahoonie    	That's still today here, not even tomorrow :0
1483	September 10th	12:37:50 PM	AshleyReyes1	hahahahahahhah
1484	September 10th	12:37:54 PM	AshleyReyes1	omg
1485	September 10th	12:38:24 PM	AshleyReyes1	I like to talk to people from different countries, if only because of such curiosities
1486	September 10th	12:38:57 PM	mahoonie    	Anything else you want to know about this country?
1487	September 10th	12:39:01 PM	mahoonie    	I love this song
1488	September 10th	12:39:12 PM	AshleyReyes1	me too
1489	September 10th	12:39:25 PM	AshleyReyes1	like all song of RHCP
1490	September 10th	12:39:49 PM	mahoonie    	You know they are from California
1491	September 10th	12:40:07 PM	AshleyReyes1	I don't even know what I want to know, the questions come naturally
1492	September 10th	12:40:39 PM	AshleyReyes1	I figured it out because they have a lot of songs about California :D
1493	September 10th	12:41:12 PM	mahoonie    	You should come and meet them
1494	September 10th	12:41:26 PM	AshleyReyes1	oh yes
1495	September 10th	12:41:48 PM	AshleyReyes1	this frontman..
1496	September 10th	12:42:58 PM	mahoonie    	It's good to have this week that you can't do anything
1497	September 10th	12:43:06 PM	mahoonie    	It's like oxygen for the fire
1498	September 10th	12:44:02 PM	AshleyReyes1	hahaha whyy
1499	September 10th	12:44:52 PM	mahoonie    	You know how the fire needs oxygen ?
1500	September 10th	12:45:02 PM	AshleyReyes1	yes
1501	September 10th	12:45:07 PM	mahoonie    	A relationship needs time to breath too
1502	September 10th	12:45:17 PM	AshleyReyes1	yes :)
1503	September 10th	12:49:30 PM	AshleyReyes1	I'm going to listen to the song 4 times dark necessities
1504	September 10th	12:50:54 PM	mahoonie    	Do you also like to play songs in loop?
1505	September 10th	12:51:58 PM	AshleyReyes1	yes
1506	September 10th	12:53:39 PM	mahoonie    	I can listen to the same song the whole day sometimes
1507	September 10th	12:54:00 PM	AshleyReyes1	yeess
1508	September 10th	12:54:11 PM	AshleyReyes1	I have to go, see you tomorrow
1509	September 10th	12:54:17 PM	mahoonie    	
1510	September 10th	12:54:27 PM	AshleyReyes1	yeah
1511	September 10th	12:54:28 PM	AshleyReyes1	hahah
1512	September 10th	12:54:36 PM	mahoonie    	Bye special woman
1513	September 1st	12:54:43 PM	mahoonie    	Enjoy your special daySeptember 1st
1514	September 1st	10:02:35 AM	mahoonie    	Look at you with all the fancy clothes
1515	September 1st	10:04:54 AM	AshleyReyes1	hi
1516	September 1st	10:07:55 AM	mahoonie    	How are you special woman?
1517	September 1st	10:10:11 AM	AshleyReyes1	good thanks
1518	September 1st	10:10:13 AM	AshleyReyes1	you?
1519	September 1st	10:11:57 AM	mahoonie    	Good, good to see you again
1520	September 1st	10:12:05 AM	mahoonie    	How was your week?
1521	September 1st	10:17:43 AM	AshleyReyes1	good too and your?
1522	September 1st	10:18:22 AM	mahoonie    	Pretty good, got to relax a little. Did you start your studies?
1523	September 1st	10:22:04 AM	AshleyReyes1	no
1524	September 1st	10:22:15 AM	AshleyReyes1	starting this week
1525	September 1st	10:22:46 AM	mahoonie    	When is your last day?
1526	September 1st	10:35:24 AM	AshleyReyes1	I'm still doing it, I'll be here for a while
1527	September 1st	11:05:28 AM	mahoonie    	Awesome!
1528	September 1st	11:05:45 AM	mahoonie    	And the new room is permanent?
1529	September 1st	11:06:23 AM	AshleyReyes1	no
1530	September 1st	11:06:59 AM	mahoonie    	Wait, actually not awesome, you said that if you leave you’ll give number...
1531	September 1st	11:07:24 AM	AshleyReyes1	yes
1532	September 1st	11:07:28 AM	AshleyReyes1	but I'm here
1533	September 1st	11:07:43 AM	AshleyReyes1	but I didn't say that I would give a number ;)
1534	September 1st	11:08:09 AM	mahoonie    	You said you’d give me some way to keep in touch
1535	September 1st	11:08:14 AM	mahoonie    	Email?
1536	September 1st	11:10:02 AM	AshleyReyes1	I said that I would think about how we can contact outside of this site
1537	September 1st	11:10:19 AM	mahoonie    	Can you think about it now?
1538	September 1st	11:11:08 AM	AshleyReyes1	why now?
1539	September 1st	11:13:24 AM	mahoonie    	Why not?
1540	September 1st	11:14:36 AM	AshleyReyes1	I'm still here
1541	September 1st	11:15:23 AM	mahoonie    	How will I send you the plane ticket to come here?
1542	September 1st	11:15:48 AM	AshleyReyes1	we will talk about this later
1543	September 1st	11:15:50 AM	AshleyReyes1	heheheh
1544	September 1st	11:16:06 AM	mahoonie    	When?
1545	September 1st	11:40:31 AM	AshleyReyes1	I don't know
1546	September 1st	11:40:51 AM	mahoonie    	Why not now?
1547	September 1st	11:42:04 AM	AshleyReyes1	cuz I'm still here
1548	September 1st	11:42:28 AM	mahoonie    	You can be here :)
1549	September 1st	11:44:18 AM	AshleyReyes1	after I say my data, no :)
1550	September 1st	11:47:04 AM	mahoonie    	Ufff
1551	September 1st	11:51:33 AM	mahoonie    	Can you still take off you clothes in this new room?
1552	September 1st	11:52:55 AM	AshleyReyes1	yes
1553	September 1st	11:52:57 AM	AshleyReyes1	maybe
1554	September 1st	11:53:33 AM	mahoonie    	Why maybe?
1555	September 1st	11:55:06 AM	AshleyReyes1	I'm shy
1556	September 1st	11:55:21 AM	mahoonie    	You’re never shy with me
1557	September 1st	11:55:51 AM	AshleyReyes1	but I don't completely undress
1558	September 1st	11:56:25 AM	mahoonie    	Just underwear?
1559	September 1st	11:57:04 AM	AshleyReyes1	it won't work today, I'm leaving soon
1560	September 1st	11:57:18 AM	AshleyReyes1	if you are talking about today
1561	September 1st	11:57:23 AM	mahoonie    	When are you here next time?
1562	September 1st	11:57:31 AM	AshleyReyes1	tomorrow
1563	September 1st	11:57:51 AM	mahoonie    	Ok, will you play with me then?
1564	September 1st	11:58:17 AM	AshleyReyes1	yes
1565	September 1st	11:58:23 AM	mahoonie    	Busy woman, you were busy all day
1566	September 1st	11:58:34 AM	AshleyReyes1	yes... sorry
1567	September 1st	11:58:44 AM	mahoonie    	So popular
1568	September 1st	11:59:02 AM	AshleyReyes1	oh
1569	September 1st	12:07:14 PM	mahoonie    	You have piano hands
1570	September 1st	12:07:27 PM	AshleyReyes1	thanks
1571	September 1st	12:07:39 PM	AshleyReyes1	are you watching me
1572	September 1st	12:07:52 PM	mahoonie    	Sometimes
1573	September 1st	12:08:09 PM	AshleyReyes1	good
1574	September 1st	12:08:16 PM	mahoonie    	I need to work, but I like your screen better :)
1575	September 1st	12:08:35 PM	mahoonie    	Even though it keeps blinking
1576	September 1st	12:09:19 PM	AshleyReyes1	oh
1577	September 1st	12:09:36 PM	AshleyReyes1	work handsome man
1578	September 1st	12:10:23 PM	mahoonie    	Don’t worry, I’m working, you’re just my inspiration
1579	September 1st	12:10:53 PM	AshleyReyes1	aww thanks
1580	September 1st	12:12:15 PM	mahoonie    	So do you play the piaño?
1581	September 1st	12:12:21 PM	mahoonie    	Piano
1582	September 1st	12:13:10 PM	AshleyReyes1	yes
1583	September 1st	12:13:23 PM	AshleyReyes1	played before
1584	September 1st	12:14:22 PM	mahoonie    	Why did you stop?
1585	September 1st	12:15:53 PM	AshleyReyes1	I don't know, I still play the guitar, I like it more
1586	September 1st	12:16:05 PM	AshleyReyes1	but now I don't play either
1587	September 1st	12:16:40 PM	mahoonie    	Busy woman
1588	September 1st	12:17:07 PM	AshleyReyes1	yes
1589	September 1st	12:18:07 PM	mahoonie    	You would make an amazing rock start if you keep going I think
1590	September 1st	12:18:15 PM	mahoonie    	*star
1591	September 1st	12:18:43 PM	mahoonie    	With that face and those hands...
1592	September 1st	12:19:52 PM	AshleyReyes1	thank you
1593	September 1st	12:20:16 PM	AshleyReyes1	we tried to create a rock band with girls hahahah
1594	September 1st	12:20:22 PM	AshleyReyes1	girlsband
1595	September 1st	12:20:29 PM	mahoonie    	Cool
1596	September 1st	12:20:33 PM	mahoonie    	What happened?
1597	September 1st	12:20:55 PM	AshleyReyes1	we have matured
1598	September 1st	12:22:36 PM	mahoonie    	I think you could be famous
1599	September 1st	12:23:15 PM	AshleyReyes1	thank you
1600	September 1st	12:23:19 PM	mahoonie    	Also it's not about age, I know people that still play
1601	September 1st	12:23:41 PM	mahoonie    	You can always play
1602	September 1st	12:24:23 PM	AshleyReyes1	yes
1603	September 1st	12:24:49 PM	AshleyReyes1	just with age, the priorities have changed, sometimes it's sad because of this, but everything is fine
1604	September 1st	12:25:56 PM	mahoonie    	I play, a little bit
1605	September 1st	12:26:41 PM	mahoonie    	Maybe one day we can create a band
1606	September 1st	12:27:39 PM	AshleyReyes1	on what tool?
1607	September 1st	12:27:54 PM	AshleyReyes1	musical instrument
1608	September 1st	12:27:55 PM	AshleyReyes1	orry
1609	September 1st	12:28:00 PM	AshleyReyes1	sorry
1610	September 1st	12:28:03 PM	mahoonie    	I used to play the keyboard when I was young
1611	September 1st	12:28:14 PM	mahoonie    	But now I'm learning guitar
1612	September 1st	12:28:30 PM	mahoonie    	I also have good hands :) not to brag
1613	September 1st	12:29:14 PM	AshleyReyes1	hahahah yes
1614	September 1st	12:29:16 PM	AshleyReyes1	saw
1615	September 1st	12:29:27 PM	AshleyReyes1	your hands..
1616	September 1st	12:29:36 PM	mahoonie    	You like?
1617	September 1st	12:29:41 PM	AshleyReyes1	yes
1618	September 1st	12:29:48 PM	mahoonie    	Good
1619	September 1st	12:30:40 PM	mahoonie    	Do you sing?
1620	September 1st	12:38:17 PM	AshleyReyes1	little
1621	September 1st	12:38:42 PM	mahoonie    	Can I hear?
1622	September 1st	12:39:56 PM	AshleyReyes1	no :)
1623	September 1st	12:40:05 PM	mahoonie    	Why not?
1624	September 1st	12:49:49 PM	AshleyReyes1	I'm just writing here, as you might have noticed ;)
1625	September 1st	12:50:07 PM	mahoonie    	Not even in private?
1626	September 1st	12:50:24 PM	AshleyReyes1	yes
1627	September 1st	12:50:43 PM	AshleyReyes1	I have to go, come tomorrow if you can
1628	September 1st	12:51:16 PM	mahoonie    	Bye special woman
1629	September 1st	12:51:54 PM	AshleyReyes1	bye :)
1630	September 1st	11:18:15 PM	mahoonie    	Back so soon?
1631	September 1st	11:21:03 PM	AshleyReyes1	yes
1632	September 1st	11:21:57 PM	mahoonie    	You missed me too much ha?
1633	September 1st	11:24:57 PM	AshleyReyes1	yeah hehehe
1634	September 1st	11:26:39 PM	mahoonie    	You're so beautiful why you always wear makeup?
1635	September 1st	11:27:40 PM	AshleyReyes1	thank you
1636	September 1st	11:27:54 PM	AshleyReyes1	i like to do it
1637	September 1st	11:29:00 PM	mahoonie    	But it's not fair, it's like a tall woman wearing high heels, why?
1638	September 1st	11:29:59 PM	AshleyReyes1	hahahahh
1639	September 1st	11:30:13 PM	AshleyReyes1	because we want to be more perfect
1640	September 1st	11:30:53 PM	mahoonie    	There's such a thing too perfect you know
1641	September 1st	11:35:10 PM	AshleyReyes1	where? what?
1642	September 1st	11:38:11 PM	mahoonie    	It's like a puzzle piece, if it's too perfect it can't connect to anything else
1643	September 1st	11:39:17 PM	AshleyReyes1	but on the contrary
1644	September 1st	11:41:27 PM	mahoonie    	Why on the contrary?
1645	September 1st	11:43:01 PM	AshleyReyes1	the more perfect the puzzles, the better they fit together
1646	September 1st	11:43:52 PM	mahoonie    	No, imagine, a puzzle piece, if it didn't have a bump or a hole, it wouldn't connect to any other piece
1647	September 1st	11:45:52 PM	AshleyReyes1	yes, but this puzzle is not perfect anymore lol
1648	September 1st	11:47:12 PM	mahoonie    	You need to have bumps or holes, it's a good thing :)
1649	September 1st	11:48:11 PM	AshleyReyes1	so okay :)
1650	September 1st	11:48:58 PM	mahoonie    	You have two beautiful bumps and one hole I never saw but I'm sure it's fits perfectly with my bump
1651	September 1st	11:50:00 PM	AshleyReyes1	HAHAHHAHA omg :)
1652	September 1st	11:50:07 PM	AshleyReyes1	ut it's true
1653	September 1st	11:50:50 PM	mahoonie    	Can I see them today?
1654	September 1st	11:53:12 PM	AshleyReyes1	maybe ;)
1655	September 1st	11:54:32 PM	mahoonie    	what does it depend on?
1656	September 1st	11:58:11 PM	AshleyReyes1	I just don't like this room for this
1657	September 1st	11:58:24 PM	AshleyReyes1	it was very convenient yesterday hehehe
1658	September 1st	11:58:32 PM	AshleyReyes1	today for you
1659	September 1st	11:58:35 PM	mahoonie    	Isn't this your usual room?
1660	September 2nd	11:58:48 PM	AshleyReyes1	noSeptember 2nd
1661	September 2nd	12:01:08 AM	mahoonie    	So now the other room is your usual?
1662	September 2nd	12:03:10 AM	AshleyReyes1	no, my room with hearts hahahah
1663	September 2nd	12:03:21 AM	mahoonie    	Oh, ok
