text	label	is_action	names	dates	locations
Watch your mouth, Mick!	False	True	[Mick]	[]	[]
You better watch your back, Wiggin!	False	True	[Wiggin]	[]	[]
- He knows nothing about our formation, Stink He'll only get in the way.	False	True	[Stink]	[]	[]
Keep shooting, Petra!	False	True	[Petra]	[]	[]
Bonzo will kill you!	False	True	[Bonzo]	[]	[]
Stop it, Bonzo!	False	True	[Bonzo]	[]	[]
Might even make something of Bernard.	False	True	[Bernard]	[]	[]
- Hold on, Alai!	False	True	[Alai]	[]	[]
I'm tired of you, Wiggin.	False	True	[Wiggin]	[]	[]
We're gonna send him home, back to Earth, so he can get better.	False	True	[Earth]	[]	[]
Send me home Colonel, or I will resign.	False	True	[Colonel]	[]	[]
"""Dear Valentine I must now travel to our advance command base near the Formics home planet where I'll begin final training."	False	True	[Valentine]	[]	[Formics]
Sergeant Dap will show you to your quarters.	False	True	[Sergeant, Dap]	[quarters]	[]
Enemy will tell you where you're weak, where he's strong.	False	True	[Enemy]	[]	[]
Carry on, Colonel!	False	True	[Colonel]	[]	[]
Finally, your entire fleet must support protect your most important asset $70 billion of pure destruction the MD-500 which Petra is trained to fire.	False	True	[MD-500, Petra]	[]	[]
Once our battle fleet is detected entering the Formic solar system, we will have no alternative but to engage I trust we have chosen our Commander well.	False	True	[Formic, Commander]	[]	[]
Ender, watch our right flank.	False	True	[Ender]	[]	[]
Do 'Sierra' NOW!	False	True	[Sierra]	[]	[]
Bernard, watch your speed!	False	True	[Bernard]	[]	[]
- PULL BACK NOW, DINK!	False	True	[DINK]	[]	[]
So tomorrow Colonel Rackham will run your final simulation.	False	True	[Colonel, Rackham]	[tomorrow]	[]
This boy has the empathy to think like a Formic understand them, and anticipate them.	False	True	[Formic]	[]	[]
If you are successful, he will endorse your promotion to Battle Commander of the entire fleet!	False	True	[Battle, Commander]	[]	[]
All Battle Groups, deploy drones.	False	True	[Battle, Groups]	[]	[]
- If we're gonna win this battle, Dink, it's all or nothing now!	False	True	[Dink]	[]	[]
Just protect Petra!	False	True	[Petra]	[]	[]
Bean, on my count, accelerate the fighters from the nose of the formation in a continuous stream.	False	True	[Bean]	[]	[]
- Like bullets from a rifle, you will clear a visual for Petra!	False	True	[Petra]	[]	[]
- Petra, you'll only get a second.	False	True	[Petra]	[]	[]
- Ender, stop. -...from us!	False	True	[Ender]	[]	[]
- I WILL BE REMEMBERED AS A KILLER!	False	True	[KILLER]	[]	[]
Ender, wait!	False	True	[Ender]	[]	[]
Ender, stop!	False	True	[Ender]	[]	[]
Señor O'Conner, señor O'Conner!	False	True	[Señor, O'Conner, O'Conner]	[]	[]
(SNIFFS) Let's go hunting.	False	True	[SNIFFS]	[]	[]
I've been chasing this guy across four continents and 12 countries, and believe me, the last damn place I want to be right now is on your front doorstep, selling Girl Scout cookies.	False	True	[Girl, Scout]	[]	[]
Now go get Letty.	False	True	[Letty]	[]	[]
Get us to Letty, we'll get you Shaw, full pardons all the way around.	False	True	[Letty, Shaw]	[]	[]
You get me Shaw, and I'll get your pardons.	False	True	[Shaw]	[]	[]
Look, Shaw...	False	True	[Shaw]	[]	[]
Wait, Shaw!	False	True	[Shaw]	[]	[]
Brian, take the team.	False	True	[Brian]	[]	[]
Hobbs and I will wait for Shaw.	False	True	[Hobbs, Shaw]	[]	[]
Well, do me a favor and give Jack a kiss goodnight for me.	False	True	[Jack]	[]	[]
Mr. Parker, again, can I just express our gratitude and say how much we appreciate your business.	False	True	[Mr., Parker]	[]	[]
Tell me where to find Shaw, and I'll make him pay for this.	False	True	[Shaw]	[]	[]
Believe it or not, everywhere Shaw's team is, the cameras are down.	False	True	[Shaw]	[]	[]
Terry, bring up cameras 58 through 62, earlier today.	False	True	[Terry]	[]	[]
You'll feel a lot better once you get the credit for taking down Shaw.	False	True	[Shaw]	[]	[]
See, now, their version, it works cool, but mine, masterpiece.	False	True	[masterpiece]	[]	[]
Humor me, please.	False	True	[Humor]	[]	[]
Have Tej track him on his live feed.	False	True	[Tej]	[]	[]
We were able to track Shaw after he left you and Dom, but this guy's smart, so we could only track him so far.	False	True	[Shaw, Dom]	[]	[]
All right, let's cross-reference that with all of Shaw's military targets.	False	True	[Shaw]	[]	[]
Riley and I will go ahead and we're going to lock down the base.	False	True	[Riley]	[]	[]
I'll see you en España.	False	True	[España]	[]	[]
We're going to protect our little egg, move it out of the henhouse, then we're going to wait for that goddamn fox to arrive.	False	True	[goddamn, fox]	[]	[]
Brian, that Mustang would make a nice anchor.	False	True	[Brian, Mustang]	[]	[]
Letty, go take care of the cable.	False	True	[Letty]	[]	[]
Let's go process Shaw and his crew.	False	True	[Shaw]	[]	[]
Maybe you should call Mia.	False	True	[Mia]	[]	[]
Babe, get me under the wing.	False	True	[Babe]	[]	[]
Name your price, Dom.	False	True	[Dom]	[]	[]
Hey, Mia, you better hide your baby oil.	False	True	[Mia]	[]	[]
Okay, Roman, (SIGHS) bless our table.	False	True	[Roman, SIGHS]	[]	[]
When we reconvene, our head auctioneer, Francis Lemaitre will lead the auction for Goya's 'Witches In The Air'.	False	True	[Francis, Lemaitre, Goya]	[]	[]
If circumstances allow if, remember only if... (SIREN WAILING) ...:'n the event of an event or situation we are to remove, where possible, the most valuable item or items and take them to a place of safety.	False	True	[SIREN, WAILING]	[]	[]
Pick one. (SIMON INHALES) Ow!	False	True	[SIMON, INHALES]	[]	[]
(ELIZABETH ON STEREO) So I 'd like you to close your eyes and imagine you're in an elevator.	False	True	[ELIZABETH, ON, STEREO]	[]	[]
Hypnotherapy will work.	False	True	[Hypnotherapy]	[]	[]
Now, Simon I'd like you to close your eyes.	False	True	[Simon]	[]	[]
Simon, say it!	False	True	[Simon]	[]	[]
"""In an ideal world, Franck, he'd kill us all."""	False	True	[Franck]	[]	[]
In an ideal world, Elizabeth, you'd go hypnotize the guy.	False	True	[Elizabeth]	[]	[]
Listen, I... nun'---	False	True	[I]	[]	[]
Simon, will you calm down, please.	False	True	[Simon]	[]	[]
Simon, calm down.	False	True	[Simon]	[]	[]
Go upstairs to Frank's bedroom.	False	True	[Frank]	[]	[]
Allow me, bruv, I didn't touch her.	False	True	[bruv]	[]	[]
Look, I'm sorry, whoever Elizabeth is, she isn't me.	False	True	[Elizabeth]	[]	[]
Bradley, tell me how old you are, please.	False	True	[Bradley]	[]	[]
Look at me, Judith.	False	True	[Judith]	[]	[]
Okay, Ava, you really should take a Valium.	False	True	[Ava]	[]	[]
Follow me, Mr. Madison, Janice is waiting for you.	False	True	[Mr., Madison, Janice]	[]	[]
And Judith will take great care of you.	False	True	[Judith]	[]	[]
Judith, please, answer any questions Mr. Madison may have.	False	True	[Judith, Mr., Madison]	[]	[]
Babe, it'll get there.	False	True	[Babe]	[]	[]
- Babe, keep walking.	False	True	[Babe]	[]	[]
- Damn it, get in the car, Judith!	False	True	[Judith]	[]	[]
Pick up the Bible since you ain't got no good tact!	False	True	[Bible]	[]	[]
- Judith, get in the car.	False	True	[Judith]	[]	[]
Harley, wait, wait!	False	True	[Harley]	[]	[]
- Judith, listen.	False	True	[Judith]	[]	[]
Thanks a lot, Harley, I'll see you later.	False	True	[Harley]	[]	[]
Look, Melinda, you can't quit.	False	True	[Melinda]	[]	[]
Harley, stop it.	False	True	[Harley]	[]	[]
Harley, stop it.	False	True	[Harley]	[]	[]
If you need anything, Janice can help you.	False	True	[Janice]	[]	[]
Okay, Judith, hold on a second, please.	False	True	[Judith]	[]	[]
Let's get you in, Miss Sarah.	False	True	[Miss, Sarah]	[]	[]
"""than it is for a rich man to enter into the kingdom of heaven."""	False	True	[heaven]	[]	[]
Live for once in your life, Judith, damn, come on!	False	True	[Judith, damn]	[]	[]
No, Judith, Judith, talk to me.	False	True	[Judith, Judith]	[]	[]
Judith, talk to me.	False	True	[Judith]	[]	[]
Brice, sometimes we can get comfortable with people.	False	True	[Brice]	[]	[]
Judith, let's go, now!	False	True	[Judith]	[]	[]
Judith, let's go!	False	True	[Judith]	[]	[]
Well, stop waiting, Brice.	False	True	[Brice]	[]	[]
Lead all souls to you, Lord.	False	True	[Lord]	[]	[]
- Mama, hold on now.	False	True	[Mama]	[]	[]
Call the locksmith.	False	True	[locksmith]	[]	[]
But before he could come and tell me, my friend Paul shows up strangled in my freezer.	False	True	[Paul]	[]	[]
You asked for 30%, and Lon told you, you could only ask me for 20%.	False	True	[Lon]	[]	[]
Beatrice, tell me what went wrong.	False	True	[Beatrice]	[]	[]
Say it in English for me.	False	True	[English]	[]	[]
Mom, I'd like you to meet Victor.	False	True	[Victor]	[]	[]
Or leave a house full of dead Jamaicans!	False	True	[Jamaicans]	[]	[]
Look, Lon...	False	True	[Lon]	[]	[]
Yeah, look, Alphonse is there with Lon Gordon.	False	True	[Alphonse, Lon, Gordon]	[]	[]
I could run this place for him, Victor.	False	True	[Victor]	[]	[]
Have enough money to buy Lise and Theo what they need.	False	True	[Lise, Theo]	[]	[]
You will have to be inside the IR ring, or forget it.	False	True	[IR]	[]	[]
Maybe I'll come by with a picture of Paul.	False	True	[Paul]	[]	[]
Look, I want to tell Alphonse.	False	True	[Alphonse]	[]	[]
Come on, Ben.	False	True	[Ben]	[]	[]
Hey, Connor, stay right there!	False	True	[Connor]	[]	[]
O'Neil, get on the back!	False	True	[O'Neil]	[]	[]
Sir, get out of the car!	False	True	[Sir]	[]	[]
Keep your weight on the back, O'Neil!	False	True	[O'Neil]	[]	[]
O'Neil, goddamn it!	False	True	[O'Neil]	[]	[]
Mike, take Maggie!	False	True	[Mike, Maggie]	[]	[]
Or you can bring Paula and Patty and their boyfriends.	False	True	[Paula, Patty]	[]	[]
- I'll take care of her! Sir!	False	True	[Sir]	[]	[]
I'd like to welcome you to the White House, sir.	False	True	[White, House]	[]	[]
May I introduce my Head of Security and Chief Aide, Mr. Park.	False	True	[Head, Security, Chief, Aide, Mr., Park]	[]	[]
- Mr. Lee, please join us.	False	True	[Mr., Lee]	[]	[]
Give me four minutes, Mr. President.	False	True	[Mr., President]	[]	[]
Harden down on Olympus.	False	True	[Olympus]	[]	[Harden]
Sylvio, find Sparkplug immediately.	False	True	[Sylvio, Sparkplug]	[]	[]
Rapid Response Team from Andrews, get 'em moving!	False	True	[Rapid, Response, Team, Andrews]	[]	[]
- Get me the Pentagon on the line now!	False	True	[Pentagon]	[]	[]
Call, Mike.	False	True	[Mike]	[]	[]
Bring Mr. Asher here.	False	True	[Mr., Asher]	[]	[]
Recall the Seventh Fleet from the Sea of Japan.	False	True	[Seventh, Fleet, Sea, Japan]	[]	[]
And withdraw all 28,500 American troops from the Demilitarized Zone.	False	True	[Demilitarized, Zone]	[]	[]
Well, he cleared as part of the South Korean security detail. If we recall the Fleet, and leave the DMZ... Seoul, all of South Korea could fall within 72 hours, sir.	False	True	[Fleet, DMZ]	[]	[Seoul, South Korea]
Mary, get me some coffee	False	True	[Mary]	[]	[]
- Give it to him, Joe.	False	True	[Joe]	[]	[]
Get me Homeland Security.	False	True	[Homeland, Security]	[]	[]
Get that over to Langley.	False	True	[Langley]	[]	[]
So, find Connor get him the hell out of there.	False	True	[Connor]	[]	[]
Now, keep movin'.	False	True	[movin]	[]	[]
Oh, Jacobs, hold on.	False	True	[Jacobs]	[]	[]
Connor, wait up.	False	True	[Connor]	[]	[]
Now, let's see if we can get the president out.	False	True	[president]	[]	[]
Give it to him, Ruth.	False	True	[Ruth]	[]	[]
Give it him, Ruth.	False	True	[Ruth]	[]	[]
Tell Kang I'm dead.	False	True	[Kang]	[]	[]
Send in the SEALS, General.	False	True	[SEALS, General]	[]	[]
Tiger Team, stand by.	False	True	[Tiger, Team]	[]	[]
Let's go get our goddamn house back, Captain.	False	True	[Captain]	[]	[]
Tiger Team, go combat flight.	False	True	[Tiger, Team]	[]	[]
Tiger Three, fly behind the target.	False	True	[Tiger, Three]	[]	[]
All remaining Blackhawks, provide air cover.	False	True	[Blackhawks]	[]	[]
Mr. Speaker, sir, if we ever get out of this shit storm... you can hold me for insubordination.	False	True	[Mr., Speaker, sir]	[]	[]
I will send the president out... one piece at a time.	False	True	[president]	[]	[]
Pull the troops out of the DMZ.	False	True	[DMZ]	[]	[]
Tens of millions of Americans will perish.	False	True	[Americans]	[]	[]
Come on, Mike.	False	True	[Mike]	[]	[]
Sir, sir, look at me.	False	True	[Sir]	[]	[]
Ben, Ben, come on!	False	True	[Ben, Ben]	[]	[]
"Find a control panel marked, ""Countermand."""	False	True	[Countermand]	[]	[]
"Flip a blue-white switch marked, ""initiate Recall."""	False	True	[Recall]	[]	[]
May God bless you.	False	True	[God]	[]	[]
And may God bless the United States of America.	False	True	[God]	[]	[the United States of America]
The vice president is scheduled to, preside over a Senate vote today..	False	True	[Senate]	[today]	[]
Then tomorrow, the vote will go to Congress.	False	True	[Congress]	[tomorrow]	[]
Do you know that Abraham Lincoln was the first U.S. president..	False	True	[Abraham, Lincoln]	[]	[U.S.]
Confirm Sector 5, southeast quadrant clear.	False	True	[Sector, southeast]	[]	[]
continue in the Middle East or we can do something about it.	False	True	[Middle, East]	[]	[]
Oh, come on, Mr. Speaker, I think you're pretty cool.	False	True	[Mr., Speaker]	[]	[]
and for that he'll ask his G8 partners for help.	False	True	[G8]	[]	[]
Come on, I'm not your secretary, John.	False	True	[John]	[]	[]
That might mean we're going to the White House.	False	True	[White, House]	[]	[]
Now The Roger Skinner Show, today live from the White House.	False	True	[Roger, Skinner, Show, White, House]	[today]	[]
Park up on the left, go into the East Lobby.	False	True	[East, Lobby]	[]	[]
Did you know that the president travels in an 18ton militaryarmoured..	False	True	[president, militaryarmoured]	[]	[]
Eagle will remain on the 18 acres.	False	True	[Eagle]	[]	[]
So we should have an advance on Obelisk, Marcel's, the usual.	False	True	[Marcel]	[]	[Obelisk]
So no one state could claim the President's House.	False	True	[President, House]	[]	[]
for your information, miss, it's the one room in the house..	False	True	[miss]	[]	[]
Emily Cale, go ahead.	False	True	[Emily, Cale]	[]	[]
I can go by myself, John.	False	True	[John]	[]	[]
alsharif will expose them.	False	True	[alsharif]	[]	[]
I'd like to drag every one of these CEOs in front of Congress..	False	True	[Congress]	[]	[]
We could launch a drone off of any carrier in the gulf..	False	True	[gulf]	[]	[]
Excuse me, miss.	False	True	[miss]	[]	[]
Tell him we need to institute Continuity of Government.	False	True	[Continuity, Government]	[]	[]
Get the CAT Team.	False	True	[CAT, Team]	[]	[]
Hold them in the Blue Room.	False	True	[Blue, Room]	[]	[]
Keep moving, keep moving! Martin, I'm right outside the Capitol.	False	True	[Martin, Capitol]	[]	[]
Call WFO, get as many men as you can to the Capitol.	False	True	[WFO, Capitol]	[]	[]
Eastside Gate. Come on, let's go, people.	False	True	[Eastside, Gate]	[]	[]
Fred, open the gate.	False	True	[Fred]	[]	[]
You'vereachedthevoicemail .. Em, pick up the phone.	False	True	[You'vereachedthevoicemail]	[]	[]
Please evacuate the Capitol.	False	True	[Capitol]	[]	[]
Watch yourself. Excuse me, ma'am.	False	True	[ma'am]	[]	[]
GO, go!	False	True	[GO]	[]	[]
Run, Mr. President! To me, to me, to me!	False	True	[Mr., President]	[]	[]
Stand behind me and do what I say. Walker, I say again..	False	True	[Walker]	[]	[]
Run, Mr. President!	False	True	[Mr., President]	[]	[]
Cut them off in the Central Hall!	False	True	[Central, Hall]	[]	[]
Take care of Bobby.	False	True	[Bobby]	[]	[]
Take Bobby's place in Air Comm.	False	True	[Bobby, Air, Comm]	[]	[]
JamesSawyer. I'll get you out of here, sir.	False	True	[JamesSawyer]	[]	[]
Look who was hiding in the Press Room. Oh, my God, Roger Skinner!	False	True	[Press, Room, God, Roger, Skinner]	[]	[]
Move! Mr. Skinner, please stop crying.	False	True	[Mr., Skinner]	[]	[]
Sir, with respect, only the president can do that.	False	True	[Sir]	[]	[]
I'd like to know how you plan on getting from the White House..	False	True	[White, House]	[]	[]
Oh, go to hell.	False	True	[hell]	[]	[]
Motts, meet me on the ground floor. Chen, Vadim, the third.	False	True	[Motts, Chen, Vadim]	[]	[]
Roger that. I'm taking the stairs. Mulcahy, finish up.	False	True	[Roger, Mulcahy]	[]	[]
Mr. President, stay on my hip.	False	True	[Mr., President]	[]	[]
Walker set this number up. Wait a minute, he's gonna trace it.	False	True	[Walker]	[]	[]
Get your hands off my Jordans!	False	True	[Jordans]	[]	[]
Youneedto seethis. Hang on, John.	False	True	[Youneedto, John]	[]	[]
Wait. Cale, Cale, listen.	False	True	[Cale, Cale]	[]	[]
to target Apple headquarters.	False	True	[Apple]	[]	[]
Get behind this, Eli.	False	True	[Eli]	[]	[]
IhavethepresidentandCalecalling. Cale, give me your location.	False	True	[IhavethepresidentandCalecalling, Cale]	[]	[]
Cale, come check this out.	False	True	[Cale]	[]	[]
Let's get to the Stagecoach.	False	True	[Stagecoach]	[]	[]
Keys! Let's go!	False	True	[Keys]	[]	[]
We're gonna cut them off! Hang on, Motts!	False	True	[Motts]	[]	[]
Box them in! Go for the window, Motts!	False	True	[Motts]	[]	[]
Commander, come in!	False	True	[Commander]	[]	[]
Get me to the fence, Cale!	False	True	[Cale]	[]	[]
Hold it with two hands, Mr. President.	False	True	[Mr., President]	[]	[]
Killick, take one of the hostages outside.	False	True	[Killick]	[]	[]
Killick, take her back inside.	False	True	[Killick]	[]	[]
I, Alvin Hammond, do solemnly swear that I will faithfully execute..	False	True	[Alvin, Hammond]	[]	[]
the Constitution of the United States, so help me God.	False	True	[Constitution, God]	[]	[the United States]
Sir, follow me, please.	False	True	[Sir]	[]	[]
Carol, calm down.	False	True	[Carol]	[]	[]
If we can track the way that Walker contacted..	False	True	[Walker]	[]	[]
Keep an eye on Caulfield.	False	True	[Caulfield]	[]	[]
Okay, listen, Walker's not doing this for the money, trust me.	False	True	[Walker]	[]	[]
Couldotherwisenotaccomplishthat is take back the White House.	False	True	[Couldotherwisenotaccomplishthat, White, House]	[]	[]
Everyone below Calico T11, please clear the ﬂoor immediately.	False	True	[Calico, T11]	[]	[]
Put the president onscreen.	False	True	[onscreen]	[]	[]
Alvin, please think about what you're doing.	False	True	[Alvin]	[]	[]
Trust me, sir, we'll get your house back for you.	False	True	[sir]	[]	[]
Falcon 2, maintain 30 feet. Falcon 1, copy, 30 feet.	False	True	[Falcon]	[]	[]
Get on the 50cal! Mulcahy, let's go!	False	True	[Mulcahy]	[]	[]
Copy that, Raptor Alpha 1 beginning approach.	False	True	[Raptor, Alpha]	[]	[]
Look, Mark, if I'm a foreign head of state, and the United States of America..	False	True	[Mark]	[]	[the United States of America]
Stop hurting my White House!	False	True	[White, House]	[]	[]
Mr. President, please wake up, wake up.	False	True	[Mr., President]	[]	[]
We'll have World War Ill..	False	True	[World, War, Ill]	[]	[]
Go! Raptor Alpha 1, Operation Free Castle..	False	True	[Raptor, Alpha, Operation, Free, Castle]	[]	[]
If he does, it'll start World War III.	False	True	[World, War, III]	[]	[]
Confirm Chah Bahar.	False	True	[Chah, Bahar]	[]	[]
Come on, Martin.	False	True	[Martin]	[]	[]
Delta 26, copy that.	False	True	[Delta]	[]	[]
Confirm Tabriz.	False	True	[Tabriz]	[]	[]
Dad! Dad, look!	False	True	[Dad, Dad]	[]	[]
on the White House, and I can hear the planes coming.	False	True	[White, House]	[]	[]
Please confirm Free Castle is a go.	False	True	[Free, Castle]	[]	[]
Abort! Abort!	False	True	[Abort]	[]	[]
John, listen.	False	True	[John]	[]	[]
Listen. Carol, I got to check something out.	False	True	[Carol]	[]	[]
General, get on with the Joint Chiefs.	False	True	[General, Joint, Chiefs]	[]	[]
Well, just consider this a coup d'état.	False	True	[d'état]	[]	[]
If you ever want a private tour of the White House, just let me know.	False	True	[White, House]	[]	[]
Begin to restore strength and stability will buy out Wall Street's bad investments.	False	True	[Wall, Street]	[]	[]
Sign us up, doc.	False	True	[doc]	[]	[]
A., your wife or B., before he could even answer, she could... blah!	False	True	[A., B.]	[]	[]
I'll make sure you don't have to pay the 60,000 or any of the interest they're laying on top of that, but... your original investment, you'll have to talk to the ADA about that.	False	True	[ADA]	[]	[]
I think... your ma would join that case.	False	True	[ma]	[]	[]
Look Jim, I'm not dealing with your investment.	False	True	[Jim]	[]	[]
Please Jim, listen to me man.	False	True	[Jim]	[]	[]
You have reached the voicemail of Patterson Law Group, please leave a message after the tone.	False	True	[Patterson, Law, Group]	[]	[]
You can expect to get maybe 50 cents on the dollar, but no... the American taxpayer pays Goldman Sachs	False	True	[Goldman, Sachs]	[]	[]
Jim, I'll get this one.	False	True	[Jim]	[]	[]
You can do COBRA on the insurance.	False	True	[COBRA]	[]	[]
Jim... hey man, listen...	False	True	[Jim]	[]	[]
Come on John, it's too late for that stuff.	False	True	[John]	[]	[]
Hey, did you hear Stancroft...	False	True	[Stancroft]	[]	[]
Maggie, get a hold of security now!	False	True	[Maggie]	[]	[]
I will honour the man you once were, Zod not this monster that you become.	False	True	[Zod]	[]	[]
Get me Lara.	False	True	[Lara]	[]	[]
Jor-el, by the authority of General zod, surrender the codex.	False	True	[Jor, el, General, zod]	[]	[]
citadels deference's are been scanned with android no, wait.	False	True	[citadels, deference]	[]	[]
I will find him Lara.	False	True	[Lara]	[]	[]
Build a better world than ours Kal.	False	True	[Kal]	[]	[]
- Clark, get out of there.	False	True	[Clark]	[]	[]
Pretend there is a Island.	False	True	[Island]	[]	[]
Leave him alone Pete.	False	True	[Pete]	[]	[]
Come on, dick splash.	False	True	[dick, splash]	[]	[]
Clark, you have keep this side of yourself a secret.	False	True	[Clark]	[]	[]
Oh come on Chrissy.	False	True	[Chrissy]	[]	[]
Joe, can take your bags.	False	True	[Joe]	[]	[]
Harry come on, its me we are talking about, I'm Pulitzer winning reporter.	False	True	[Harry, Pulitzer]	[]	[]
- Only Lara could witness this.	False	True	[Lara]	[]	[]
Ma, stay here.	False	True	[Ma]	[]	[]
You let Woodburn just shotgun, it all over the internet.	False	True	[Woodburn]	[]	[]
Come on Kent.	False	True	[Kent]	[]	[]
Get up Kent.	False	True	[Kent]	[]	[]
Come on Kent.	False	True	[Kent]	[]	[]
You must decide what kind of man you really want grow up to be Clark.	False	True	[Clark]	[]	[]
- I would like to speak to Lois Lane.	False	True	[Lois, Lane]	[]	[]
What's the S stand for.	False	True	[S]	[]	[]
Go, Lois.	False	True	[Lois]	[]	[]
- I am. General Zod, would like.	False	True	[General, Zod]	[]	[]
You can forgive Kal any lapses in our quorum..	False	True	[Kal]	[]	[]
Or do you prefer Clark.	False	True	[Clark]	[]	[]
- The command key Kal send.	False	True	[Kal]	[]	[]
And in return you can teach Kal.	False	True	[Kal]	[]	[]
You can safe her, Kal.	False	True	[Kal]	[]	[]
Go to hell.	False	True	[hell]	[]	[]
Zod says, this codex his looking for can actually bring my people back.	False	True	[Zod]	[]	[]
Does Kal-el need to be alive, for us to extract the codex from his cells.	False	True	[Kal, el]	[]	[]
- Let Urea take command.	False	True	[Urea]	[]	[]
I need to secure the Genesis chamber, pay my respects to an old friend.	False	True	[Genesis]	[]	[]
Tell me, you have Jor-Ells memory's, his conscience.	False	True	[Jor, Ells]	[]	[]
Robert, get your ass over here and help me.	False	True	[Robert]	[]	[]
I was bred to be a warrior Kal, trained my entire life, to master my senses, where did you trained, on a farm!	False	True	[Kal]	[]	[]
Then I ask the obvious question, how do we know you won't one day act against Americas interest.	False	True	[Americas]	[one day]	[]
He saw it Clark, believe me.	False	True	[Clark]	[]	[]
Come on Lois, when are you going to throw me a bone.	False	True	[Lois]	[]	[]
Listen to me, Weinselstein.	False	True	[Weinselstein]	[]	[]
- Go get a job at Cirque du So-lame.	False	True	[Cirque]	[]	[]
- Listen, Nicole.	False	True	[Nicole]	[]	[]
- Oh, my God, look at your costume!	False	True	[God]	[]	[]
I'm gonna take Dorothy, slide her into the center of the deck and put her back in my pocket.	False	True	[Dorothy]	[]	[]
Surrender, Whorethy.	False	True	[Surrender, Whorethy]	[]	[]
So, anywho, we have a show over at Bally's and I could get you some comps, if you'd like to take a look at our act.	False	True	[Bally]	[]	[]
And if you like steakhouses... you'll love Sally's signature steakhouse, Bally's Steakhouse.	False	True	[Sally, Bally, Steakhouse]	[]	[]
And after dinner, check out the Incredible Burt Anton in their own Burt Anton Theater.	False	True	[Incredible, Burt, Anton, Burt, Anton, Theater]	[]	[]
Look how big Judah's gotten.	False	True	[Judah]	[]	[]
Let me tell you about Steve Gray.	False	True	[Steve, Gray]	[]	[]
Live on Intense TV.	False	True	[Intense]	[]	[]
So join us this Friday at 9/8 Central on Intense TV.	False	True	[Intense]	[this Friday]	[]
Well, the Vegas sun will effectively turn the Plexiglas box into an oven.	False	True	[Vegas, Plexiglas]	[]	[]
[ON SPEAKERS] Come on, let's sweat	False	True	[ON, SPEAKERS]	[]	[]
[ON SPEAKERS] Let the rhythm move you	False	True	[ON, SPEAKERS]	[]	[]
Hold on, Burt!	False	True	[Burt]	[]	[]
Judah, move your little ass.	False	True	[Judah]	[]	[]
Any hotel in Vegas would kill to have Burt Wonderstone.	False	True	[Burt, Wonderstone]	[]	[Vegas]
Mm-hm, but if we teamed up, it could bring your career to the next level.	False	True	[Mm]	[]	[]
Sir, if you would do me a kindness and select one card only from this deck.	False	True	[Sir]	[]	[]
You wanna try and dazzle people not put them to sleep, for God's sakes.	False	True	[God]	[]	[]
See, Judah is turning, um...	False	True	[Judah]	[]	[]
Hold on a minute, Steve.	False	True	[Steve]	[]	[]
Now, to entertain the children Burt Wonderstone.	False	True	[Burt, Wonderstone]	[]	[]
Burt, stop.	False	True	[Burt]	[]	[]
You may know him from his TV show, Brain Rapist.	False	True	[Brain, Rapist]	[]	[]
And now, to follow that act Burt Wonderstone and Anton Marvelton, ladies and gentlemen!	False	True	[Burt, Wonderstone, Anton, Marvelton]	[]	[]
Ssh, ssh.	False	True	[Ssh, ssh]	[]	[]
Make yourself useful and hand Granddad that bottle there.	False	True	[Granddad]	[]	[]
Brown, I'll tell you, you gotta start listening to what people don't say.	False	True	[Brown]	[]	[]
Listen, Marti, if there's a mark to bring in, we do it.	False	True	[Marti]	[]	[]
Write it up, Cub Scout.	False	True	[Cub, Scout]	[]	[]
Marti, look, just--	False	True	[Marti]	[]	[]
Marti, back room, come on!	False	True	[Marti]	[]	[]
( LOUD BANG) Ow, damn it!	False	True	[LOUD]	[]	[]
Brown, I'll tell you, you gotta start listening to what people don't say.	False	True	[Brown]	[]	[]
Wake up, Brown.	False	True	[Brown]	[]	[]
30 squad cars and ten helicopters... await their hopeless getaway.	False	True	[squad]	[]	[]
Shamu, get off my ass, man.	False	True	[Shamu]	[]	[]
Okay, look, Fue... what you're gonna do is you're gonna get out right here.	False	True	[Fue]	[]	[]
Bitch, get your fat ass out the car!	False	True	[Bitch]	[]	[]
Chill out, homie.	False	True	[homie]	[]	[]
Come on, Barf.	False	True	[Barf]	[]	[]
Let's blow this place, Belch!	False	True	[Belch]	[]	[]
Come on, Stormfly.	False	True	[Stormfly]	[]	[]
- Come on, Barf!	False	True	[Barf]	[]	[]
Go, Meatlug!	False	True	[Meatlug]	[]	[]
Whoo! No one can stop me now!	False	True	[Whoo]	[]	[]
Get them, Astrid!	False	True	[Astrid]	[]	[]
Maybe we'll finally track down another Night Fury.	False	True	[Night, Fury]	[]	[]
The map will have to wait for sure... and I'll need to fly Toothless, since you'll be too busy, but...	False	True	[Toothless]	[]	[]
- Come on, Meatlug!	False	True	[Meatlug]	[]	[]
Now, lesson one.	False	True	[lesson]	[]	[]
Excuse us, Grump.	False	True	[Grump]	[]	[]
Dad, can we just talk...	False	True	[Dad]	[]	[]
- No! Lead the others back to Berk.	False	True	[Berk]	[]	[]
Come on, Dad!	False	True	[Dad]	[]	[]
Nothing can hurt Hiccup... so long as that Night Fury's around.	False	True	[Hiccup, Night, Fury]	[]	[]
Find them, Skullcrusher.	False	True	[Skullcrusher]	[]	[]
Believe me, I tried, as well... but people are not capable of change, Hiccup.	False	True	[Hiccup]	[]	[]
