,Word,definition
13865,tends,Third-person singular simple present indicative form of tend
13866,identified,simple past tense and past participle of identify
13867,wan,"Eye dialect spelling of one, representing Ireland English."
13868,wan,"Pale, sickly-looking."
13869,wan,The quality of being wan; wanness.
13870,wan,(obsolete) simple past tense and past participle of win.
13871,choosing,present participle of choose
13872,choosing,The act of making a choice.
13873,frighten,To cause to feel fear; to scare; to cause to feel alarm or fright
13874,grotesque,distorted and unnatural in shape or size; abnormal and hideous
13875,grotesque,A style of ornamentation characterized by fanciful combinations of intertwined forms.
13876,reprinted,simple past tense and past participle of reprint
13877,reprinted,"Printed again, especially in a different format."
13878,tutor,"One who teaches another (usually called a student, learner, or tutee) in a one-on-one or small-group interaction."
13879,tutor,"(transitive) To instruct or teach, especially an individual or small group."
13880,contributing,present participle of contribute
13881,Welsh,(now  historical) (Native) British; pertaining to the Celtic peoples who inhabited much of Britain before the Roman occupation. [from 5thc.]
13882,Welsh,(uncountable) The Welsh language. [from 10th c.]
13883,Welsh,A  surname​ for someone who was a Welshman or a Celt.
13884,gaiety,"(dated, uncountable) The state of being happy or merry."
13885,besieged,simple past tense and past participle of besiege
13886,robbery,The act or practice of robbing.
13887,transmitted,(sometimes in combination) That has been transmitted (in a specified manner).
13888,transmitted,simple past tense and past participle of transmit
13889,swam,simple past tense of swim
13890,consequential,Following as a result.
13891,slid,simple past tense and past participle of slide
13892,stony,As hard as stone.
13893,Donald,A male given name.
13894,gratify,(transitive) To please.
13895,heavier,comparative form of heavy: more heavy
13896,confidently,In a confident manner; with confidence; with strong assurance; positively.
13897,Mabel,A female given name.
13898,demon,An evil supernatural spirit.
13899,treatise,"A formal, usually lengthy, systematic discourse on some subject."
13900,mechanically,In a mechanical manner.
13901,batteries,plural of battery
13902,trading,present participle of trade
13903,trading,Carrying on trade or commerce; engaged in trade.
13904,trading,The carrying on of trade.
13905,cock,"Short for cock-boat, a type of small boat."
13906,cock,"(dated  in the  Southern US, still sometimes found in  African American Vernacular) Vulva, vagina. [since at least the 1920s; less common after the 1960s]"
13907,cock,A small conical pile of hay.
13908,cock,(transitive) To form into piles.
13909,cock,"(obsolete) A corruption of the word God, used in oaths."
13910,cock,"A male bird, especially:"
13911,cock,"(transitive, intransitive) To lift the cock of a firearm or crossbow; to prepare (a gun or crossbow) to be fired."
13912,cock,(slang) Expression of annoyance.
13913,pilgrimage,"A journey made to a sacred place, or a religious journey."
13914,pilgrimage,To go on a pilgrimage.
13915,extinct,"(dated) Extinguished, no longer alight (of fire, candles etc.)"
13916,extinct,(transitive) To make extinct; to extinguish or annihilate.
13917,idleness,The state of being idle; inactivity.
13918,Sicily,An autonomous region and island of Italy.
13919,merrily,In a cheerful or merry way.
13920,excursion,A brief recreational trip; a journey out of the usual way.
13921,excursion,(intransitive) To go on a recreational trip or excursion.
13922,handling,present participle of handle
13923,handling,"A touching, controlling, managing, using, take care of, etc., with the hand or hands, or as with the hands."
13924,Utah,"A state of the United States of America, the capital of which is Salt Lake City."
13925,eminence,"Someone of high rank, reputation or social status."
13926,lump,"Something that protrudes, sticks out, or sticks together; a cluster or blob; a mound or mass of no particular shape."
13927,lump,To treat as a single unit; to group together in a casual or chaotic manner.
13928,boyhood,The state or period of being a boy.
13929,Montana,A state of the United States of America. Capital: Helena.
13930,superfluous,In excess of what is required or sufficient.
13931,wee,obsolete emphatic of we
13932,wee,"(colloquial, uncountable) Urine."
13933,wee,(colloquial) To urinate.
13934,wee,"(Scotland, Northern Ireland, Northern England, New Zealand) Small, little."
13935,wee,A short time or short distance.
13936,dome,(architecture) A structural element resembling the hollow upper half of a sphere; a cupola.
13937,dome,(transitive) To give a domed shape to.
13938,shivering,present participle of shiver
13939,shivering,The action of a person or thing that shivers; a trembling.
13940,accidental,"Not essential; incidental, secondary. [from 14th c.]"
13941,accidental,A property which is not essential; a nonessential; anything happening accidentally.
13942,thickness,(uncountable) The property of being thick (in dimension).
13943,Darwin,"A  surname, especially referring to Charles Darwin (1809–1882), British naturalist and founder of the theory of evolution by natural selection."
13944,continuance,(uncountable) The action of continuing.
13945,fixing,The act of subverting (fixing) a vote.
13946,fixing,present participle of fix
13947,Harris,"The southern and more mountainous part of Lewis and Harris, an island in the Outer Hebrides of Scotland."
13948,Harris,A English and Welsh patronymic surname​.
13949,rustic,Country-styled or pastoral; rural.
13950,rustic,A (sometimes unsophisticated) person from a rural area.
13951,cheered,simple past tense and past participle of cheer
13952,Vernon,A  surname​.
13953,premises,plural of premise
13954,premises,"(plural only) land, and all the built structures on it, especially when considered as a single place."
13955,delivery,The act of conveying something.
13956,nodding,present participle of nod
13957,nodding,The act by which one nods.
13958,nodding,(botany) Having the flower facing downwards.
13959,snowy,"Marked by snow, characterized by snow."
13960,snowy,(informal) Synonym of snowy owl
13961,curved,Having a curve or curves.
13962,curved,simple past tense and past participle of curve
13963,productive,"Capable of producing something, especially in abundance; fertile."
13964,discouraged,Having lost confidence or hope; dejected; disheartened.
13965,discouraged,simple past tense and past participle of discourage
13966,variations,plural of variation
13967,shilling,present participle of shill
13968,shilling,"(historical) A coin formerly used in the United Kingdom, Ireland, Malta, Australia, New Zealand and many other Commonwealth countries."
13969,swollen,distended
13970,swollen,past participle of swell
13971,miraculous,"By supernatural or uncommon causes, e.g. by a god; that cannot be explained in terms of normal events."
13972,stubborn,Refusing to move or to change one's opinion; obstinate; firmly resisting; persistent in doing something.
13973,stubborn,(informal) Stubbornness.
13974,Belgium,"A country in Western Europe that has borders with the Netherlands, Germany, Luxembourg and France."
13975,drives,plural of drive
13976,drives,Third-person singular simple present indicative form of drive
13977,Jerome,A male given name.
13978,orchard,A garden or an area of land for the cultivation of fruit or nut trees.
13979,persuasion,"The act of persuading, or trying to do so; the addressing of arguments to someone with the intention of changing their mind or convincing them of a certain point of view, course of action etc. [from 14th c.]"
13980,invaded,simple past tense and past participle of invade
13981,Alps,"(usually with ""the"") A mountain range in Western Europe, running from France to Slovenia, with its highest peak Mont Blanc at 4808 meters."
13982,ungrateful,Not grateful; not expressing gratitude.
13983,ungrateful,A person who fails to show gratitude; an ingrate.
13984,insensible,Unable to be perceived by the senses.
13985,muscle,(uncountable) A contractile form of tissue which animals use to effect movement.
13986,muscle,"To use force to make progress, especially physical force."
13987,Madrid,The capital city of Spain.
13988,Flanders,"(historical) The County of Flanders, of varying extent."
13989,cultivate,"To grow plants, notably crops"
13990,involuntarily,In an involuntary manner; done without conscious thought.
13991,speedy,rapid; swift
13992,speedy,"(transitive) to process in a faster than normal, accelerated way"
13993,variation,"The act of varying; a partial change in the form, position, state, or qualities of a thing"
13994,Marian,A female given name.
13995,Marian,(Christianity) Of or relating to the Virgin Mary.
13996,Marian,"(historical) One of the Scots who remained loyal to Mary, Queen of Scots in the disputes following her deposition."
13997,Marian,"Of or relating to Gaius Marius, Ancient Roman general and statesman."
13998,Marian,Of or relating to the Mari people.
13999,harp,"(music) A musical instrument consisting of a body and a curved neck, strung with strings of varying length that are stroked or plucked with the fingers and are vertical to the soundboard when viewed from the end of the body"
14000,harp,(usually with on) To repeatedly mention a subject.
14001,peaks,plural of peak
14002,peaks,Third-person singular simple present indicative form of peak
14003,daybreak,Dawn.
14004,magnitude,"(uncountable, countable) The absolute or relative size, extent or importance of something."
14005,precautions,plural of precaution
14006,rub,An act of rubbing.
14007,rub,"(transitive) To move (one object) while maintaining contact with another object over some area, with pressure and friction."
14008,requiring,present participle of require
14009,requiring,(archaic) requirement
14010,coral,(uncountable) A hard substance made of the limestone skeletons of marine polyps.
14011,coral,Made of coral.
14012,grapes,plural of grape
14013,grapes,Third-person singular simple present indicative form of grape
14014,fairest,superlative form of fair: most fair.
14015,locality,The fact or quality of having a position in space.
14016,opponent,One who opposes another; one who works or takes a position against someone or something; one who attempts to stop the progress of someone or something.
14017,opponent,(obsolete) Opposing; adverse; antagonistic.
14018,bondage,The state of being enslaved or the practice of slavery.
14019,beans,plural of bean
14020,beans,Third-person singular simple present indicative form of bean
14021,cowardly,Showing cowardice; coward; lacking in courage; basely or weakly fearful.
14022,cowardly,"(archaic) In the manner of a coward, cowardlily."
14023,grandson,A son of one's child.
14024,Leo,"A male given name, borne by numerous saints and 13 popes."
14025,Leo,Someone with a Leo star sign
14026,Gertrude,A female given name.
14027,nail,(transitive) To fix (an object) to another object using a nail.
14028,nail,"The thin, horny plate at the ends of fingers and toes on humans and some other animals."
14029,protecting,present participle of protect
14030,hospitable,cordial and generous towards guests
14031,proving,present participle of prove
14032,proving,(homeopathy) Experimentation to determine which substances cause which effects when ingested.
14033,benevolence,(uncountable) Disposition to do good.
14034,Brussels,The capital of Belgium.
14035,Brussels,A Brussels carpet.
14036,civilisation,"Britain, Ireland, Australia, New Zealand,  and South Africa spelling of civilization"
14037,mounting,that continues to mount; steadily accumulating.
14038,mounting,present participle of mount
14039,mounting,Something mounted; an attachment.
14040,desiring,present participle of desire
14041,desiring,A yearning for; a want.
14042,rushes,plural of rush
14043,rushes,Third-person singular simple present indicative form of rush
14044,precision,The state of being precise or exact; exactness.
14045,precision,Used for exact or precise measurement.
14046,watchful,"observant, vigilant and aware"
14047,harness,"(countable) A restraint or support, especially one consisting of a loop or network of rope or straps."
14048,harness,(transitive) To place a harness on something; to tie up or restrain.
14049,perchance,perhaps; by chance
14050,forbade,simple past tense of forbid
14051,channels,plural of channel
14052,channels,Third-person singular simple present indicative form of channel
14053,indication,Act of pointing out or indicating.
14054,zealous,"Full of zeal; ardent, fervent; exhibiting enthusiasm or strong passion."
14055,tact,The sense of touch; feeling. [from 1650s]
14056,tact,(psychology) To use a tact (a kind of verbal operant; see noun sense).
14057,seventeenth,(ordinal) The ordinal form of the number seventeen.
14058,seventeenth,(fractional) One of seventeen equal parts of a whole.
14059,Theodore,"A male given name; the name of a saint, pope, several emperors, etc."
14060,stating,statement
14061,stating,present participle of state
14062,toast,(uncountable) Toasted bread.
14063,toast,To lightly cook by browning via direct exposure to a fire or other heat source.
14064,dreadfully,In a dreadful manner.
14065,Judith,A female given name
14066,asterisk,The symbol *.
14067,asterisk,(transitive) To mark or replace with an asterisk symbol (*).
14068,Virgil,"Pūblius Vergilius Marō (70-19 BCE), Roman epic writer from the Augustan period, best known for writing the Aeneid."
14069,edifice,"A building; a structure; an architectural fabric, especially a large and spectacular one"
14070,swelled,simple past tense and past participle of swell
14071,accomplishment,The act of accomplishing; completion; fulfillment
14072,sundry,(obsolete) Separate; distinct; diverse.
14073,sundry,(usually in the plural) A minor miscellaneous item.
14074,reckoning,present participle of reckon
14075,reckoning,The action of calculating or estimating something.
14076,mouse,Any small rodent of the genus Mus.
14077,mouse,"(intransitive) To move cautiously or furtively, in the manner of a mouse (the rodent) (frequently used in the phrasal verb to mouse around)."
14078,prostrate,"Lying flat, face-down."
14079,prostrate,(often reflexive) To lie flat or facedown.
14080,helm,"(rare, poetic) A helmet."
14081,helm,Alternative form of haulm (a straw)
14082,helm,"(nautical) The steering apparatus of a ship, especially the tiller or wheel."
14083,helm,To be a helmsman or a member of the helm; to be in charge of steering the boat.
14084,slim,"Slender, thin."
14085,slim,A type of cigarette substantially longer and thinner than normal cigarettes.
14086,slim,(intransitive) To lose weight in order to achieve slimness.
14087,whistling,present participle of whistle
14088,whistling,"A shrill, breathy sound; a whistle."
14089,syllable,"(linguistics) A unit of human speech that is interpreted by the listener as a single sound, although syllables usually consist of one or more vowel sounds, either alone or combined with the sound of one or more consonants; a word consists of one or more syllables."
14090,syllable,"(transitive, poetic) To utter in syllables."
14091,handwriting,"The act or process of writing done with the hand, rather than typed or word-processed."
14092,handwriting,present participle of handwrite
14093,commissioners,plural of commissioner
14094,lime,"Any of several green citrus fruit, somewhat smaller and sharper-tasting than a lemon."
14095,lime,Containing lime or lime juice.
14096,lime,"(West Indies) To hang out/socialize in an informal, relaxed environment, especially with friends, for example at a party or on the beach."
14097,lime,"A deciduous tree of the genus Tilia, especially Tilia × europaea; the linden tree, or its wood."
14098,lime,"(chemistry) Any inorganic material containing calcium, usually calcium oxide (quicklime) or calcium hydroxide (slaked lime)."
14099,lime,(transitive) To treat with calcium hydroxide or calcium oxide (lime).
14100,lime,Alternative form of lyam (a leash)
14101,lime,"(anime) A fan fiction story that stops short of full, explicit descriptions of sexual activity, with the intimacy left to the reader's imagination."
14102,spur,"(obsolete, dialectal) Alternative form of speer."
14103,spur,A tern.
14104,spur,"(electronics) A spurious tone, one that interferes with a signal in a circuit and is often masked underneath that signal."
14105,spur,"The track of an animal, such as an otter; a spoor."
14106,spur,"A rigid implement, often roughly y-shaped, that is fixed to one's heel for the purpose of prodding a horse. Often worn by, and emblematic of, the cowboy or the knight."
14107,spur,"To prod (especially a horse) on the side or flank, with the intent to urge motion or haste, to gig."
14108,unfit,Not fit; not having the correct requirements.
14109,unfit,"To make unfit; to render unsuitable, spoil, disqualify."
14110,gen.,Abbreviation of gender.
14111,gen.,Abbreviation of general.
14112,gen.,Abbreviation of generally.
14113,relish,"A pleasing taste; flavor that gratifies the palate; hence, enjoyable quality; power of pleasing."
14114,relish,"(transitive) To taste or eat with pleasure, to like the flavor of [from 16th c.]"
14115,reduction,"The act, process, or result of reducing."
14116,sown,past participle of sow
14117,cordially,"In a cordial, warm or friendly manner."
14118,hush,(intransitive) To become quiet.
14119,hush,"A silence, especially after some noise"
14120,breasts,plural of breast
14121,breasts,Third-person singular simple present indicative form of breast
14122,slipping,present participle of slip
14123,slipping,The act of something that slips; a slip; a skidding or sudden loosening motion.
14124,pat,"The sound of a light slap or tap with a soft flat object, especially of a footstep"
14125,pat,To (gently) tap the flat of one's hand on a person or thing.
14126,pat,"timely, suitable, apt, opportune, ready for the occasion; especially of things spoken"
14127,pat,"opportunely, in a timely or suitable way"
14128,pat,patent
14129,Arabian,Related to Arabia.
14130,Arabian,A native of Arabia.
14131,dialogue,A conversation or other form of discourse between two or more individuals.
14132,dialogue,"(informal, business) To discuss or negotiate so that all parties can reach an understanding."
14133,forwards,Third-person singular simple present indicative form of forward
14134,forwards,plural of forward
14135,forwards,Toward the front.
14136,entreat,Alternative form of entreaty
14137,entreat,"(obsolete) To treat, or conduct toward; to deal with; to use."
14138,fascination,"(archaic) The act of bewitching, or enchanting"
14139,belly,"The abdomen, especially a fat one."
14140,belly,To position one’s belly; to move on one’s belly.
14141,neutral,Not taking sides in a conflict such as war; nonaligned.
14142,neutral,"A nonaligned state, or a member of such a state."
14143,grasping,"Greedy, eager for wealth."
14144,grasping,present participle of grasp
14145,grasping,The act of one who grasps or covets.
14146,diligence,Steady application; industry; careful work involving long-term effort.
14147,disgusted,filled with disgust
14148,disgusted,simple past tense and past participle of disgust
14149,retiring,"Shy, introverted, liking privacy and seclusion."
14150,retiring,present participle of retire
14151,retiring,retirement
14152,strokes,plural of stroke
14153,strokes,Third-person singular simple present indicative form of stroke
14154,sob,To soak.
14155,sob,"A cry with a short, sudden expulsion of breath."
14156,sob,(intransitive) to weep with convulsive gasps.
14157,vine,The climbing plant that produces grapes.
14158,compose,(transitive) To make something by merging parts. [from later 15th c.]
14159,Valentine,Saint Valentine
14160,Valentine,Alternative form of valentine
14161,Harvey,A  surname​.
14162,icy,"Pertaining to, resembling, or abounding in ice; cold; frosty."
14163,inconvenience,The quality of being inconvenient.
14164,inconvenience,to bother; to discomfort
14165,v,"The twenty-second letter of the English alphabet, called vee and written in the Latin script."
14166,v,a shape resembling the letter v
14167,pots,plural of pot
14168,pots,Third-person singular simple present indicative form of pot
14169,dimensions,plural of dimension
14170,dimensions,Third-person singular simple present indicative form of dimension
14171,abused,simple past tense and past participle of abuse
14172,abused,"Having been a victim of some form of abuse, most commonly child abuse or domestic violence."
14173,armor,"(uncountable) A protective layer over a body, vehicle, or other object intended to deflect or diffuse damaging forces."
14174,armor,(transitive) To equip something with armor or a protective coating or hardening.
14175,detect,"to discover or find by careful search, examination, or probing"
14176,detect,(obsolete) Detected.
14177,contradiction,"(countable, uncountable) The act of contradicting."
14178,banker,"(rail transport, Britain, Australia) A railway locomotive that can be attached to the rear of a train to assist it in climbing an incline."
14179,banker,A vessel employed in the cod fishery on the banks of Newfoundland.
14180,banker,"One who conducts the business of banking; one who, individually, or as a member of a company, keeps an establishment for the deposit or loan of money, or for traffic in money, bills of exchange, etc."
14181,infamous,"Having a bad reputation, disreputable; notoriously bad, unpleasant or evil; widely known, especially for something bad."
14182,powerless,Lacking sufficient power or strength.
14183,passenger,"One who rides or travels in a vehicle, but who does not operate it and is not a member of the crew."
14184,passenger,(intransitive) To ride as a passenger in a vehicle.
14185,crust,"A more solid, dense or hard layer on a surface or boundary."
14186,crust,(transitive) To cover with a crust.
14187,historians,plural of historian
14188,disclaim,To renounce all claim to; to deny ownership of or responsibility for; to disown; to disavow; to reject.
14189,Norway,One of the Scandinavian countries. Official name: the Kingdom of Norway.
14190,peculiarities,plural of peculiarity
14191,sting,A bump left on the skin after having been stung.
14192,sting,"(transitive) To hurt, usually by introducing poison or a sharp point, or both."
14193,simultaneously,Occurring at the same time.
14194,watches,plural of watch
14195,watches,Third-person singular simple present indicative form of watch
14196,episode,"An incident or action standing out by itself, but more or less connected with a complete series of events."
14197,achieve,"(intransitive) To succeed in something, now especially in academic performance. [from 14th c.]"
14198,populace,The common people of a nation.
14199,Sherman,An English occupational surname​ for a sheep-shearer.
14200,Sherman,"A Sherman tank, main Allied battle tank in World War II."
14201,incense,A perfume used in the rites of various religions.
14202,incense,(transitive) To anger or infuriate.
14203,Rebecca,"A female given name, in regular use since the Reformation."
14204,Rebecca,(historical) One who protested in the Rebecca Riots; a Rebeccaite.
14205,Jordan,A country in the Middle East. Official name: Hashemite Kingdom of Jordan.
14206,persistent,Obstinately refusing to give up or let go.
14207,Wisconsin,A state of the United States of America Capital: Madison. Largest city: Milwaukee.
14208,ho,"(obsolete) Care, anxiety, trouble, sorrow."
14209,ho,"(slang, derogatory) A whore; a sexually promiscuous woman; in general use as a highly offensive name-calling word for a woman with connotations of loose sexuality."
14210,ho,"(nautical) Used to attract attention to something sighted, usually by lookouts."
14211,ho,A stop; a halt; a moderation of pace.
14212,ho,"(obsolete) To care, be anxious, long."
14213,ta,"(music) In solfège, the lowered seventh note of a major scale (the note B-flat in the fixed-do system): te."
14214,ta,"(colloquial, chiefly Britain, Ireland, Australia and New Zealand) Thanks."
14215,ta,"Pronunciation spelling of to, representing the standard unstressed pronunciation before consonants."
14216,fruitful,Favourable to the growth of fruit or useful vegetation; fertile; not barren.
14217,scoundrel,"A mean, worthless fellow; a rascal; a villain; a person without honour or virtue."
14218,coasts,Third-person singular simple present indicative form of coast
14219,starve,"(intransitive, obsolete) To die; in later use especially to die slowly, waste away."
14220,Denmark,A country in Western Europe consisting mainly of most of the Jutland peninsula and a number of islands off its coast.
14221,Scots,plural of Scot
14222,Scots,"A Germanic language closely related to English and descended from northern dialects of Middle English, spoken in parts of Scotland, now especially in the central, northeastern and southern regions of the country."
14223,Scots,Scottish
14224,consultation,the act of consulting
14225,habitation,"(uncountable) The act of inhabiting; state of inhabiting or dwelling, or of being inhabited; occupancy."
14226,goat,"A mammal, Capra aegagrus hircus, and similar species of the genus Capra."
14227,goat,(transitive) To allow goats to feed on.
14228,howling,present participle of howl
14229,howling,(colloquial) Used as an intensifier
14230,howling,The act of producing howls.
14231,tailor,"A person who makes, repairs, or alters clothes professionally, especially suits and men's clothing."
14232,tailor,"(transitive, intransitive) To make, repair, or alter clothes."
14233,flourish,(intransitive) To thrive or grow well.
14234,flourish,A dramatic gesture such as the waving of a flag.
14235,trifles,plural of trifle
14236,trifles,Third-person singular simple present indicative form of trifle
14237,dashing,"Spirited, audacious and full of high spirits."
14238,dashing,present participle of dash
14239,dashing,The action of the verb to dash.
14240,disappearance,The action of disappearing or vanishing.
14241,sour,"Having an acidic, sharp or tangy taste."
14242,sour,The sensation of a sour taste.
14243,sour,(transitive) To make sour.
14244,practicable,Capable of being accomplished; feasible.
14245,shameful,Causing or meriting shame or disgrace; disgraceful
14246,inviting,Alluring; tempting; attractive.
14247,inviting,present participle of invite
14248,inviting,invitation
14249,criminals,plural of criminal
14250,leisurely,In a leisurely manner.
14251,leisurely,Characterized by leisure; taking plenty of time; unhurried
14252,accumulated,simple past tense and past participle of accumulate
14253,audible,Able to be heard.
14254,audible,"(intransitive, American football) To change the play at the line of scrimmage by yelling out a new one."
14255,audible,(American football) The act of or an instance of changing the play at the line of scrimmage by yelling out a new one.
14256,topics,plural of topic
14257,expends,Third-person singular simple present indicative form of expend
14258,radiance,"The quality of being radiant, shining, bright or splendid."
14259,underline,A line placed underneath a piece of text in order to provide emphasis or to indicate that it should be viewed in italics or (in electronic documents) that it acts as a hyperlink.
14260,underline,"To draw a line underneath something, especially to add emphasis; to underscore"
14261,underline,Passing under a railway line.
14262,parade,"An organized procession consisting of a series of consecutive displays, performances, exhibits, etc. displayed by moving down a street past a crowd of spectators."
14263,parade,(intransitive) To march in or as if in a procession.
14264,spoils,"That which is taken from another by violence; especially, the plunder taken from an enemy; pillage; booty."
14265,spoils,Third-person singular simple present indicative form of spoil
14266,helmet,"A protective head covering, usually part of armour."
14267,helmet,"(transitive) To cover with, or as if with, a helmet."
14268,consternation,"Amazement or horror that confounds the faculties, and incapacitates for reflection; terror, combined with amazement; dismay."
14269,expenditures,plural of expenditure
14270,impose,(transitive) To establish or apply by authority.
14271,originator,"Someone who originates, creates or founds something."
14272,pa,"(colloquial) Father, papa."
14273,pa,a Maori fort
14274,unequal,Not the same.
14275,unequal,One who is not an equal.
14276,wooded,Covered with trees.
14277,wooded,simple past tense and past participle of wood
14278,enduring,Long-lasting.
14279,enduring,present participle of endure
14280,enduring,endurance
14281,ox,An adult castrated male of cattle (B. taurus).
14282,valet,"A man's personal male attendant, responsible for his clothes and appearance."
14283,valet,(transitive) To serve (someone) as a valet.
14284,proclaim,"To excitedly, verbosely and candidly describe."
14285,Carl,"(informal) A student at Carleton College, Minnesota."
14286,Carl,A male given name.
14287,impossibility,Something that is impossible.
14288,Lydia,(historical) A region of southwest Asia Minor or Persia.
14289,territories,plural of territory
14290,deference,Great respect.
14291,ravine,A deep narrow valley or gorge in the earth's surface worn by running water.
14292,Geoffrey,A male given name. Popular in the U.K. in the 20th century.
14293,Blanche,A female given name.
14294,accommodation,"(chiefly Britain, usually a mass noun) Lodging in a dwelling or similar living quarters afforded to travellers in hotels or on cruise ships, or prisoners, etc."
14295,boyish,Like a stereotypical boy in appearance or demeanor.
14296,spray,"A fine, gentle, dispersed mist of liquid."
14297,spray,(transitive) To project a liquid in a dispersive manner toward something.
14298,spray,(countable) A small branch of flowers or berries.
14299,theological,Of or relating to theology.
14300,anonymous,"(not comparable) Lacking a name; not named, for example an animal not assigned to any species."
14301,injurious,"Causing physical harm or injury; harmful, hurtful."
14302,formally,In a formal manner.
14303,sports,plural of sport
14304,sports,Third-person singular simple present indicative form of sport
14305,sports,To participate in sports; typically used by a person with little interest in the subject to derisively elide details of the activity in question.
14306,ab,(informal) abdominal muscle. [Mid 20th century.]
14307,ab,"(slang) An abscess caused by injecting an illegal drug, usually heroin."
14308,ab,(US) The early stages of; the beginning process; the start.
14309,ab,Abbreviation of abort.
14310,ab,Abbreviation of abortion.
14311,ab,Abbreviation of about.
14312,ab,Abbreviation of about.
14313,scales,plural of scale
14314,scales,Third-person singular simple present indicative form of scale
14315,Wyoming,A state of the United States of America Capital: Cheyenne.
14316,discontinue,"To interrupt the continuance of; to put an end to, especially as regards commercial productions; to stop producing, making, or supplying something."
14317,calf,(anatomy) The back of the leg below the knee.
14318,calf,A young cow or bull.
14319,manual,A handbook.
14320,manual,Performed with the hands (of an activity).
14321,manual,(automotive) Abbreviation of manual transmission.
14322,disturbing,Causing distress or worry; upsetting or unsettling.
14323,disturbing,present participle of disturb
14324,potent,Possessing strength.
14325,potent,(heraldry) A heraldic fur formed by a regular tessellation of blue and white T shapes.
14326,anticipation,"The act of anticipating, taking up, placing, or considering something beforehand, or before the proper time in natural order."
14327,melt,"Molten material, the product of melting."
14328,melt,"(ergative) To change (or to be changed) from a solid state to a liquid state, usually by a gradual heat."
14329,tilde,The grapheme of character ~.
14330,Thames,River in southern England flowing 336 km (209 mi.) through London to the North Sea.
14331,grade,A rating.
14332,grade,To assign scores to the components of an academic test.
14333,mischievous,Causing mischief; injurious.
14334,pang,Often in plural: a paroxysm of extreme physical pain or anguish; a feeling of sudden and transitory agony; a throe.
14335,pang,"(transitive) To cause to have great pain or suffering; to torment, to torture."
14336,pathos,"The quality or property of anything which touches the feelings or excites emotions and passions, especially that which awakens tender emotions, such as pity, sorrow, and the like; contagious warmth of feeling, action, or expression; pathetic quality."
14337,alternately,In reciprocal succession; succeeding by turns; in alternate order.
14338,brisk,Full of liveliness and activity; characterized by quickness of motion or action
14339,brisk,"(transitive, intransitive, often with ""up"") To make or become lively; to enliven; to animate."
14340,stool,A plant from which layers are propagated by bending its branches into the soil.
14341,stool,"(agriculture) To ramify; to tiller, as grain; to shoot out suckers."
14342,stool,A seat for one person without a back or armrest.
14343,stool,(chiefly  medicine) To produce stool: to defecate.
14344,justification,"A reason, explanation, or excuse which provides convincing, morally acceptable support for behavior or for a belief or occurrence."
14345,foreigner,A person from a foreign country.
14346,endeavouring,present participle of endeavour
14347,endeavouring,Alternative form of endeavoring
14348,satire,"(uncountable) A literary device of writing or art which principally ridicules its subject often as an intended means of provoking or preventing change. Humor, irony, and exaggeration are often used to aid this."
14349,Al,"A diminutive of the male given names Alan, Albert, Alex, Alexander or Alfred, or other names beginning with Al-."
14350,delete,"To remove, get rid of or erase, especially written or printed material, or data on a computer. [from 1600s]"
14351,delete,(computing) A deletion.
14352,masculine,Of or pertaining to the male gender; manly.
14353,masculine,(grammar) The masculine gender.
14354,spies,plural of spy
14355,spies,Third-person singular simple present indicative form of spy
14356,umbrella,Cloth-covered frame used for protection against rain or sun.
14357,umbrella,"(transitive) To cover or protect, as if by an umbrella."
14358,transportation,"The act of transporting, or the state of being transported; conveyance, often of people, goods etc."
14359,yell,(intransitive) shout; holler; make a loud sound with the voice.
14360,yell,A shout.
14361,yell,(Ulster) dry (of cow)
14362,remnant,The small portion remaining of a larger thing or group.
14363,remnant,(archaic) Remaining; still left.
14364,boot,(computing) The act or process of bootstrapping; the starting or re-starting of a computing device.
14365,boot,"(computing) To bootstrap; to start a system, e.g. a computer, by invoking its boot process or bootstrap."
14366,boot,A bootleg recording.
14367,boot,A heavy shoe that covers part of the leg.
14368,boot,To kick.
14369,boot,"(archaic, dialectal) remedy, amends"
14370,boot,"(transitive, obsolete) To profit, avail, benefit."
14371,ignored,simple past tense and past participle of ignore
14372,thrilling,present participle of thrill
14373,thrilling,Causing a feeling of sudden excitement.
14374,thrilling,A thrill.
14375,ale,(dated) A beer made without hops.
14376,mineral,(geology) Any naturally occurring inorganic material that has a (more or less) definite chemical composition and characteristic physical properties.
14377,mineral,"of, related to, or containing minerals"
14378,goose,"Any of various grazing waterfowl of the family Anatidae, which have feathers and webbed feet and are capable of flying, swimming, and walking on land, and which are bigger than ducks."
14379,goose,(slang) To sharply poke or pinch someone's buttocks. Derived from a goose's inclination to bite at a retreating intruder's hindquarters.
14380,Nebraska,A state of the United States of America Capital: Lincoln; largest city: Omaha.
14381,truce,a period of time in which no fighting takes place due to an agreement between the opposed parties
14382,lastly,(sequence) Used to mark the beginning of the last in a list of items or propositions.
14383,airy,Consisting of air.
14384,sketches,plural of sketch
14385,sketches,Third-person singular simple present indicative form of sketch
14386,groves,plural of grove
14387,groves,Third-person singular simple present indicative form of grove
14388,col.,(law) Abbreviation of column.
14389,11th,Abbreviation of eleventh.
14390,comprehension,thorough understanding
14391,cling,"To produce a high-pitched ringing sound, like a small bell."
14392,cling,Fruit (especially peach) whose flesh adheres strongly to the pit.
14393,cling,"To hold very tightly, as to not fall off."
