word,count,freq,log_freq,tfidf,tfiedf,Topic,,,
evening,5,7.41E-05,-9.510095026,-0.525757102,67476.38327,,17604,FALSE,1469
appear,5,7.41E-05,-9.510095026,-0.525757102,67476.38327,,17609,FALSE,1469
face,19,0.000282,-8.173603487,-2.324556119,67375.88652,,17628,FALSE,1469
strange,3,4.47E-05,-10.01553706,-0.2995346114,67114.09396,,17631,FALSE,1469
mm,3,4.47E-05,-10.01553706,-0.2995346114,67114.09396,,17634,FALSE,1469
chemical,3,4.47E-05,-10.01553706,-0.2995346114,67114.09396,,17637,FALSE,1469
much,67,0.001,-6.907755279,-9.699243429,67000,,17704,FALSE,1469
more,150,0.00224,-6.101279413,-24.58500748,66964.28571,,17854,FALSE,1469
right,61,0.000912,-6.999870568,-8.714446847,66885.96491,,17915,FALSE,1469
weight,7,0.000105,-9.161550208,-0.7640628323,66666.66667,,17947,FALSE,1469
gives,7,0.000105,-9.161550208,-0.7640628323,66666.66667,,17954,FALSE,1469
stuff,8,0.00012,-9.028018815,-0.8861301869,66666.66667,,17932,FALSE,1469
subject,8,0.00012,-9.028018815,-0.8861301869,66666.66667,,17940,FALSE,1469
terms,9,0.000135,-8.91023578,-1.010074281,66666.66667,,17924,FALSE,1469
horse,4,6.03E-05,-9.716178454,-0.4116844929,66334.99171,,17958,FALSE,1469
fingers,2,3.02E-05,-10.40766863,-0.1921659951,66225.16556,,17960,FALSE,1469
heading,2,3.02E-05,-10.40766863,-0.1921659951,66225.16556,,17962,FALSE,1469
burning,2,3.02E-05,-10.40766863,-0.1921659951,66225.16556,,17964,FALSE,1469
operate,2,3.02E-05,-10.40766863,-0.1921659951,66225.16556,,17966,FALSE,1469
somehow,2,3.02E-05,-10.40766863,-0.1921659951,66225.16556,,17968,FALSE,1469
meetings,2,3.02E-05,-10.40766863,-0.1921659951,66225.16556,,17970,FALSE,1469
running,10,0.000151,-8.798230721,-1.136592153,66225.16556,,17980,FALSE,1469
two,85,0.00129,-6.653113061,-12.77597408,65891.47287,,18065,FALSE,1469
lack,6,9.12E-05,-9.302455661,-0.6449909807,65789.47368,,18071,FALSE,1469
say,51,0.000776,-7.161358038,-7.121554282,65721.64948,,18122,FALSE,1469
helps,3,4.57E-05,-9.99341226,-0.3001977625,65645.51422,,18125,FALSE,1469
sub,3,4.57E-05,-9.99341226,-0.3001977625,65645.51422,,18128,FALSE,1469
development,14,0.000214,-8.449534543,-1.656896002,65420.56075,,18142,FALSE,1469
die,9,0.000138,-8.888256873,-1.012571996,65217.3913,,18151,FALSE,1469
save,8,0.000123,-9.003326203,-0.8885604964,65040.65041,,18159,FALSE,1469
time,124,0.00191,-6.260652037,-19.80624371,64921.46597,,18283,FALSE,1469
foundation,4,6.17E-05,-9.693226627,-0.4126592882,64829.82172,,18287,FALSE,1469
strength,4,6.17E-05,-9.693226627,-0.4126592882,64829.82172,,18291,FALSE,1469
starts,4,6.17E-05,-9.693226627,-0.4126592882,64829.82172,,18295,FALSE,1469
mostly,4,6.17E-05,-9.693226627,-0.4126592882,64829.82172,,18299,FALSE,1469
apparently,4,6.17E-05,-9.693226627,-0.4126592882,64829.82172,,18303,FALSE,1469
big,27,0.000417,-7.782424336,-3.469355927,64748.20144,,18330,FALSE,1469
battery,2,3.09E-05,-10.38475437,-0.1925900149,64724.91909,,18332,FALSE,1469
moral,2,3.09E-05,-10.38475437,-0.1925900149,64724.91909,,18334,FALSE,1469
behaviour,2,3.09E-05,-10.38475437,-0.1925900149,64724.91909,,18336,FALSE,1469
tries,2,3.09E-05,-10.38475437,-0.1925900149,64724.91909,,18338,FALSE,1469
improvement,2,3.09E-05,-10.38475437,-0.1925900149,64724.91909,,18340,FALSE,1469
exact,2,3.09E-05,-10.38475437,-0.1925900149,64724.91909,,18342,FALSE,1469
space,11,0.00017,-8.679712121,-1.267323138,64705.88235,,18353,FALSE,1469
production,10,0.000155,-8.772085441,-1.139979776,64516.12903,,18363,FALSE,1469
status,5,7.76E-05,-9.463943131,-0.5283210107,64432.98969,,18368,FALSE,1469
stock,5,7.76E-05,-9.463943131,-0.5283210107,64432.98969,money,18373,TRUE,1474
sit,5,7.76E-05,-9.463943131,-0.5283210107,64432.98969,,18378,FALSE,1474
videos,3,4.68E-05,-9.969627355,-0.3009139553,64102.5641,,18381,FALSE,1474
providing,3,4.68E-05,-9.969627355,-0.3009139553,64102.5641,,18384,FALSE,1474
ocean,3,4.68E-05,-9.969627355,-0.3009139553,64102.5641,,18387,FALSE,1474
manner,3,4.68E-05,-9.969627355,-0.3009139553,64102.5641,,18390,FALSE,1474
better,36,0.000562,-7.484008708,-4.810256295,64056.9395,,18426,FALSE,1474
take,52,0.000813,-7.114779448,-7.308729719,63960.63961,,18478,FALSE,1474
bank,9,0.000141,-8.866750668,-1.015027978,63829.78723,,18505,FALSE,1474
course,18,0.000282,-8.173603487,-2.20221106,63829.78723,,18496,FALSE,1474
dog,7,0.00011,-9.115030192,-0.7679623493,63636.36364,,18512,FALSE,1474
find,35,0.00055,-7.50559228,-4.663189619,63636.36364,,18547,FALSE,1474
care,22,0.000347,-7.966185778,-2.761672978,63400.57637,,18569,FALSE,1474
aware,4,6.31E-05,-9.670789788,-0.4136166836,63391.44216,,18573,FALSE,1474
exciting,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,,18605,FALSE,1474
mining,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,,18607,FALSE,1474
programming,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,code,18609,TRUE,1476
stable,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,,18611,FALSE,1476
bathroom,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,,18613,FALSE,1476
absolute,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,,18615,FALSE,1476
arab,2,3.16E-05,-10.36235344,-0.1930063486,63291.13924,,18617,FALSE,1476
higher,10,0.000158,-8.752915525,-1.142476466,63291.13924,,18583,FALSE,1476
hard,20,0.000316,-8.059768344,-2.481460899,63291.13924,,18603,FALSE,1476
easily,5,7.94E-05,-9.44101219,-0.5296042309,62972.29219,,18622,FALSE,1476
anywhere,3,4.79E-05,-9.946395054,-0.3016168153,62630.48017,,18625,FALSE,1476
determine,3,4.79E-05,-9.946395054,-0.3016168153,62630.48017,,18628,FALSE,1476
update,3,4.79E-05,-9.946395054,-0.3016168153,62630.48017,,18631,FALSE,1476
confidence,3,4.79E-05,-9.946395054,-0.3016168153,62630.48017,,18634,FALSE,1476
little,35,0.000562,-7.484008708,-4.676638065,62277.58007,,18669,FALSE,1476
low,13,0.000209,-8.473176306,-1.534253452,62200.95694,,18682,FALSE,1476
action,13,0.000209,-8.473176306,-1.534253452,62200.95694,,18695,FALSE,1476
religion,4,6.46E-05,-9.647296147,-0.4146239463,61919.50464,,18699,FALSE,1476
mobile,4,6.46E-05,-9.647296147,-0.4146239463,61919.50464,,18703,FALSE,1476
life,48,0.000776,-7.161358038,-6.702639324,61855.6701,,18751,FALSE,1476
field,11,0.000178,-8.633727008,-1.274073177,61797.75281,,18762,FALSE,1476
hopefully,2,3.24E-05,-10.33735214,-0.1934731422,61728.39506,,18764,FALSE,1476
earned,2,3.24E-05,-10.33735214,-0.1934731422,61728.39506,,18766,FALSE,1476
smell,2,3.24E-05,-10.33735214,-0.1934731422,61728.39506,,18768,FALSE,1476
shame,2,3.24E-05,-10.33735214,-0.1934731422,61728.39506,,18770,FALSE,1476
deal,12,0.000195,-8.542510999,-1.404739192,61538.46154,,18782,FALSE,1476
closed,5,8.13E-05,-9.417364541,-0.5309341035,61500.61501,,18787,FALSE,1476
interested,5,8.13E-05,-9.417364541,-0.5309341035,61500.61501,,18792,FALSE,1476
until,25,0.000407,-7.806697373,-3.202378523,61425.06143,,18817,FALSE,1476
sun,6,9.77E-05,-9.233608999,-0.6498000945,61412.48721,,18823,FALSE,1476
good,81,0.00132,-6.630123542,-12.21696692,61363.63636,,18904,FALSE,1476
spending,3,4.90E-05,-9.92369026,-0.3023068961,61224.4898,,18907,FALSE,1476
pair,3,4.90E-05,-9.92369026,-0.3023068961,61224.4898,,18910,FALSE,1476
goal,7,0.000115,-9.07057843,-0.7717258667,60869.56522,,18917,FALSE,1476
ones,7,0.000115,-9.07057843,-0.7717258667,60869.56522,,18924,FALSE,1476
think,70,0.00115,-6.767993337,-10.34279978,60869.56522,,18994,FALSE,1476
light,13,0.000214,-8.449534543,-1.538546287,60747.66355,,19007,FALSE,1476
20000,4,6.61E-05,-9.624341811,-0.4156128365,60514.37216,,19011,FALSE,1476
budget,4,6.61E-05,-9.624341811,-0.4156128365,60514.37216,,19015,FALSE,1476
bring,11,0.000182,-8.611503871,-1.277361093,60439.56044,,19026,FALSE,1476
surely,2,3.31E-05,-10.31597728,-0.1938740215,60422.96073,,19028,FALSE,1476
visual,2,3.31E-05,-10.31597728,-0.1938740215,60422.96073,,19030,FALSE,1476
looking,20,0.000331,-8.013392183,-2.495821937,60422.96073,,19050,FALSE,1476
clean,5,8.32E-05,-9.39426321,-0.5322397178,60096.15385,,19055,FALSE,1476
eye,6,0.0001,-9.210340372,-0.6514417229,60000,,19061,FALSE,1476
approximately,3,5.01E-05,-9.90148955,-0.3029847161,59880.23952,,19064,FALSE,1476
teaching,3,5.01E-05,-9.90148955,-0.3029847161,59880.23952,,19067,FALSE,1476
surprise,3,5.01E-05,-9.90148955,-0.3029847161,59880.23952,,19070,FALSE,1476
cards,3,5.01E-05,-9.90148955,-0.3029847161,59880.23952,,19073,FALSE,1476
or,207,0.00347,-5.663600685,-36.54918691,59654.17867,,19280,FALSE,1476
beautiful,9,0.000151,-8.798230721,-1.022932938,59602.64901,,19289,FALSE,1476
open,18,0.000302,-8.105083541,-2.220828436,59602.64901,,19307,FALSE,1476
size,8,0.000135,-8.91023578,-0.8978438055,59259.25926,,19315,FALSE,1476
method,4,6.76E-05,-9.601902575,-0.416584106,59171.59763,,19319,FALSE,1476
distance,4,6.76E-05,-9.601902575,-0.416584106,59171.59763,,19323,FALSE,1476
critical,4,6.76E-05,-9.601902575,-0.416584106,59171.59763,,19327,FALSE,1476
most,59,0.001,-6.907755279,-8.541124811,59000,,19386,FALSE,1476
recognition,2,3.39E-05,-10.29209554,-0.1943238859,58997.05015,,19388,FALSE,1476
deserve,2,3.39E-05,-10.29209554,-0.1943238859,58997.05015,,19390,FALSE,1476
attached,2,3.39E-05,-10.29209554,-0.1943238859,58997.05015,,19392,FALSE,1476
herself,3,5.13E-05,-9.877819806,-0.3037107438,58479.53216,,19395,FALSE,1476
shape,3,5.13E-05,-9.877819806,-0.3037107438,58479.53216,,19398,FALSE,1476
afternoon,3,5.13E-05,-9.877819806,-0.3037107438,58479.53216,,19401,FALSE,1476
closer,3,5.13E-05,-9.877819806,-0.3037107438,58479.53216,,19404,FALSE,1476
should,61,0.00105,-6.858965115,-8.89346993,58095.2381,,19465,FALSE,1476
middle,9,0.000155,-8.772085441,-1.025981799,58064.51613,,19474,FALSE,1476
step,8,0.000138,-8.888256873,-0.9000639962,57971.01449,,19482,FALSE,1476
changes,8,0.000138,-8.888256873,-0.9000639962,57971.01449,,19490,FALSE,1476
already,22,0.00038,-7.875339305,-2.793530431,57894.73684,,19512,FALSE,1476
walking,4,6.92E-05,-9.578509695,-0.4176014983,57803.46821,,19516,FALSE,1476
checked,2,3.47E-05,-10.26877087,-0.1947652767,57636.88761,,19518,FALSE,1476
increases,2,3.47E-05,-10.26877087,-0.1947652767,57636.88761,,19520,FALSE,1476
payment,2,3.47E-05,-10.26877087,-0.1947652767,57636.88761,,19522,FALSE,1476
using,17,0.000295,-8.128535202,-2.091397722,57627.11864,,19539,FALSE,1476
run,17,0.000295,-8.128535202,-2.091397722,57627.11864,,19556,FALSE,1476
common,10,0.000174,-8.656455259,-1.155207265,57471.26437,,19566,FALSE,1476
clothes,3,5.25E-05,-9.854697388,-0.3044233508,57142.85714,,19633,FALSE,1476
corner,3,5.25E-05,-9.854697388,-0.3044233508,57142.85714,,19642,FALSE,1476
reduce,3,5.25E-05,-9.854697388,-0.3044233508,57142.85714,,19645,FALSE,1476
afraid,3,5.25E-05,-9.854697388,-0.3044233508,57142.85714,,19648,FALSE,1476
search,6,0.000105,-9.161550208,-0.6549109991,57142.85714,,19639,FALSE,1476
make,64,0.00112,-6.794426594,-9.419485091,57142.85714,,19630,FALSE,1476
is,657,0.0115,-4.465408244,-147.1310044,57130.43478,,20305,FALSE,1476
everyone,15,0.000263,-8.243356526,-1.819647125,57034.22053,,20320,FALSE,1476
TRUE,15,0.000263,-8.243356526,-1.819647125,57034.22053,,20335,FALSE,1476
relationship,8,0.000141,-8.866750668,-0.9022470914,56737.58865,,20343,FALSE,1476
social,16,0.000282,-8.173603487,-1.957520942,56737.58865,,20359,FALSE,1476
gay,4,7.08E-05,-9.555651557,-0.4186004456,56497.17514,,20363,FALSE,1476
raised,4,7.08E-05,-9.555651557,-0.4186004456,56497.17514,,20367,FALSE,1476
sleeping,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20369,FALSE,1476
surgery,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20371,FALSE,1476
it'll,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20373,FALSE,1476
accurate,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20375,FALSE,1476
objects,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20377,FALSE,1476
empire,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20399,FALSE,1476
latin,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20421,FALSE,1476
joy,2,3.55E-05,-10.24597786,-0.1951985479,56338.02817,,20423,FALSE,1476
change,20,0.000355,-7.943392768,-2.517815823,56338.02817,,20397,FALSE,1476
point,20,0.000355,-7.943392768,-2.517815823,56338.02817,,20419,FALSE,1476
here,49,0.000871,-7.045868581,-6.954430023,56257.17566,,20472,FALSE,1476
current,10,0.000178,-8.633727008,-1.158248343,56179.77528,,20482,FALSE,1476
reach,5,8.91E-05,-9.325751223,-0.5361498372,56116.72278,,20487,FALSE,1476
ball,6,0.000107,-9.142681724,-0.6562625914,56074.76636,,20493,FALSE,1476
accounts,3,5.37E-05,-9.832097556,-0.3051230913,55865.92179,,20496,FALSE,1476
internal,3,5.37E-05,-9.832097556,-0.3051230913,55865.92179,,20499,FALSE,1476
fixed,3,5.37E-05,-9.832097556,-0.3051230913,55865.92179,,20502,FALSE,1476
it,504,0.00912,-4.697285475,-107.2960123,55263.15789,,21006,FALSE,1476
mass,4,7.24E-05,-9.533304259,-0.4195816992,55248.61878,,21010,FALSE,1476
sitting,4,7.24E-05,-9.533304259,-0.4195816992,55248.61878,,21014,FALSE,1476
day,47,0.000851,-7.069098429,-6.648655478,55229.14219,,21061,FALSE,1476
sure,23,0.000417,-7.782424336,-2.955377271,55155.8753,,21084,FALSE,1476
loan,2,3.63E-05,-10.22369282,-0.195624031,55096.41873,money,21106,TRUE,1478
person,20,0.000363,-7.921107724,-2.524899382,55096.41873,,21104,FALSE,1478
needs,12,0.000219,-8.426438828,-1.424089137,54794.52055,,21118,FALSE,1478
give,28,0.000513,-7.575234713,-3.696255108,54580.89669,,21146,FALSE,1478
look,32,0.000589,-7.437084374,-4.302761457,54329.37182,,21178,FALSE,1478
now,82,0.00151,-6.495645628,-12.62384137,54304.63576,,21260,FALSE,1478
way,53,0.000977,-6.931023906,-7.646777838,54247.69703,,21313,FALSE,1478
source,8,0.000148,-8.818298284,-0.907204513,54054.05405,,21321,FALSE,1478
begin,4,7.41E-05,-9.510095026,-0.4206056816,53981.10661,,21325,FALSE,1478
notes,4,7.41E-05,-9.510095026,-0.4206056816,53981.10661,,21329,FALSE,1478
data,11,0.000204,-8.497390564,-1.294515053,53921.56863,,21340,FALSE,1478
living,11,0.000204,-8.497390564,-1.294515053,53921.56863,,21351,FALSE,1478
sees,2,3.72E-05,-10.1992018,-0.1960937767,53763.44086,,21353,FALSE,1478
expect,5,9.33E-05,-9.27969045,-0.5388110764,53590.56806,,21358,FALSE,1478
studies,6,0.000112,-9.097011687,-0.6595572488,53571.42857,,21364,FALSE,1478
pay,12,0.000224,-8.403864506,-1.427914502,53571.42857,,21376,FALSE,1478
net,3,5.62E-05,-9.786593801,-0.3065417919,53380.78292,,21379,FALSE,1478
feature,3,5.62E-05,-9.786593801,-0.3065417919,53380.78292,,21382,FALSE,1478
together,15,0.000282,-8.173603487,-1.835175883,53191.48936,,21397,FALSE,1478
population,7,0.000132,-8.932708635,-0.7836368884,53030.30303,,21404,FALSE,1478
meaning,4,7.59E-05,-9.486093874,-0.4216698731,52700.92227,,21408,FALSE,1478
male,4,7.59E-05,-9.486093874,-0.4216698731,52700.92227,,21412,FALSE,1478
loves,2,3.80E-05,-10.1779244,-0.1965037194,52631.57895,,21414,FALSE,1478
rome,2,3.80E-05,-10.1779244,-0.1965037194,52631.57895,,21464,FALSE,1478
depends,2,3.80E-05,-10.1779244,-0.1965037194,52631.57895,,21466,FALSE,1478
too,48,0.000912,-6.999870568,-6.85726965,52631.57895,,21462,FALSE,1478
all,174,0.00331,-5.71080709,-30.46854801,52567.97583,,21640,FALSE,1478
fly,3,5.75E-05,-9.76372561,-0.3072597613,52173.91304,,21643,FALSE,1478
matters,3,5.75E-05,-9.76372561,-0.3072597613,52173.91304,,21652,FALSE,1478
user,3,5.75E-05,-9.76372561,-0.3072597613,52173.91304,,21655,FALSE,1478
links,3,5.75E-05,-9.76372561,-0.3072597613,52173.91304,,21664,FALSE,1478
images,3,5.75E-05,-9.76372561,-0.3072597613,52173.91304,,21667,FALSE,1478
determined,3,5.75E-05,-9.76372561,-0.3072597613,52173.91304,,21676,FALSE,1478
sign,6,0.000115,-9.07057843,-0.6614793143,52173.91304,,21649,FALSE,1478
waiting,6,0.000115,-9.07057843,-0.6614793143,52173.91304,,21661,FALSE,1478
thus,6,0.000115,-9.07057843,-0.6614793143,52173.91304,,21673,FALSE,1478
five,15,0.000288,-8.152550078,-1.839915101,52083.33333,,21691,FALSE,1478
to,1432,0.0275,-3.593569274,-398.4896048,52072.72727,,23123,FALSE,1478
service,14,0.000269,-8.220799178,-1.702997445,52044.60967,,23137,FALSE,1478
i'll,16,0.000309,-8.082169281,-1.979666528,51779.93528,,23153,FALSE,1478
moment,9,0.000174,-8.656455259,-1.039686538,51724.13793,,23162,FALSE,1478
services,9,0.000174,-8.656455259,-1.039686538,51724.13793,,23171,FALSE,1478
details,4,7.76E-05,-9.463943131,-0.4226568086,51546.39175,,23175,FALSE,1478
planning,4,7.76E-05,-9.463943131,-0.4226568086,51546.39175,,23179,FALSE,1478
languages,2,3.89E-05,-10.15451631,-0.1969566978,51413.88175,,23181,FALSE,1478
falls,2,3.89E-05,-10.15451631,-0.1969566978,51413.88175,,23183,FALSE,1478
tools,2,3.89E-05,-10.15451631,-0.1969566978,51413.88175,,23185,FALSE,1478
revenue,2,3.89E-05,-10.15451631,-0.1969566978,51413.88175,,23187,FALSE,1478
depending,2,3.89E-05,-10.15451631,-0.1969566978,51413.88175,,23189,FALSE,1478
nature,6,0.000117,-9.053336623,-0.6627390817,51282.05128,,23195,FALSE,1478
hi,6,0.000117,-9.053336623,-0.6627390817,51282.05128,,23201,FALSE,1478
etc,5,9.77E-05,-9.233608999,-0.5415000787,51177.07267,,23206,FALSE,1478
done,19,0.000372,-7.896616704,-2.406093738,51075.26882,,23225,FALSE,1478
end,25,0.00049,-7.621105167,-3.280364127,51020.40816,,23250,FALSE,1478
apart,3,5.89E-05,-9.739669467,-0.3080186663,50933.78608,,23253,FALSE,1478
pull,3,5.89E-05,-9.739669467,-0.3080186663,50933.78608,,23256,FALSE,1478
waste,3,5.89E-05,-9.739669467,-0.3080186663,50933.78608,,23259,FALSE,1478
shouldn't,3,5.89E-05,-9.739669467,-0.3080186663,50933.78608,,23262,FALSE,1478
times,18,0.000355,-7.943392768,-2.266034241,50704.22535,,23280,FALSE,1478
just,130,0.00257,-5.96384938,-21.79800188,50583.65759,,23410,FALSE,1478
finds,2,3.98E-05,-10.13164365,-0.1974013368,50251.25628,,23412,FALSE,1478
replaced,2,3.98E-05,-10.13164365,-0.1974013368,50251.25628,,23414,FALSE,1478
realized,2,3.98E-05,-10.13164365,-0.1974013368,50251.25628,,23416,FALSE,1478
homes,2,3.98E-05,-10.13164365,-0.1974013368,50251.25628,,23418,FALSE,1478
combination,2,3.98E-05,-10.13164365,-0.1974013368,50251.25628,,23420,FALSE,1478
describe,2,3.98E-05,-10.13164365,-0.1974013368,50251.25628,,23422,FALSE,1478
link,5,0.0001,-9.210340372,-0.5428681024,50000,,23433,FALSE,1478
towards,6,0.00012,-9.028018815,-0.6645976402,50000,,23428,FALSE,1478
parts,6,0.00012,-9.028018815,-0.6645976402,50000,,23439,FALSE,1478
complete,6,0.00012,-9.028018815,-0.6645976402,50000,,23445,FALSE,1478
therefore,6,0.00012,-9.028018815,-0.6645976402,50000,,23461,FALSE,1478
technology,6,0.00012,-9.028018815,-0.6645976402,50000,,23467,FALSE,1478
bit,10,0.0002,-8.517193191,-1.174095711,50000,,23455,FALSE,1478
provides,3,6.03E-05,-9.716178454,-0.3087633697,49751.24378,,23470,FALSE,1478
picture,7,0.000141,-8.866750668,-0.789466205,49645.39007,,23477,FALSE,1478
index,2,4.07E-05,-10.10928247,-0.1978379778,49140.04914,,23479,FALSE,1478
focused,2,4.07E-05,-10.10928247,-0.1978379778,49140.04914,,23481,FALSE,1478
answers,2,4.07E-05,-10.10928247,-0.1978379778,49140.04914,,23483,FALSE,1478
isn't,11,0.000224,-8.403864506,-1.308921627,49107.14286,,23494,FALSE,1478
sometimes,10,0.000204,-8.497390564,-1.176831867,49019.60784,,23504,FALSE,1478
reason,10,0.000204,-8.497390564,-1.176831867,49019.60784,,23514,FALSE,1478
video,12,0.000245,-8.314252347,-1.443304761,48979.59184,,23526,FALSE,1478
someone,19,0.000389,-7.851931214,-2.419786863,48843.18766,,23545,FALSE,1478
fast,6,0.000123,-9.003326203,-0.6664203723,48780.4878,,23551,FALSE,1478
not,249,0.00513,-5.27264962,-47.22483342,48538.0117,,23800,FALSE,1478
we,153,0.00316,-5.757183251,-26.57549592,48417.72152,,23953,FALSE,1478
talking,9,0.000186,-8.589763884,-1.047758719,48387.09677,,23962,FALSE,1478
me,160,0.00331,-5.71080709,-28.01705564,48338.36858,,24122,FALSE,1478
least,13,0.000269,-8.220799178,-1.581354771,48327.13755,,24135,FALSE,1478
break,7,0.000145,-8.838776816,-0.7919647872,48275.86207,,24142,FALSE,1478
am,29,0.000603,-7.413593361,-3.911733297,48092.86899,,24171,FALSE,1478
bar,4,8.32E-05,-9.39426321,-0.4257917742,48076.92308,,24175,FALSE,1478
drink,4,8.32E-05,-9.39426321,-0.4257917742,48076.92308,,24179,FALSE,1478
second,21,0.000437,-7.735577363,-2.714729491,48054.91991,,24200,FALSE,1478
next,23,0.000479,-7.643809961,-3.008970673,48016.70146,,24223,FALSE,1478
slowly,2,4.17E-05,-10.08500943,-0.1983141428,47961.6307,,24225,FALSE,1478
gender,2,4.17E-05,-10.08500943,-0.1983141428,47961.6307,,24227,FALSE,1478
plenty,2,4.17E-05,-10.08500943,-0.1983141428,47961.6307,,24229,FALSE,1478
signal,2,4.17E-05,-10.08500943,-0.1983141428,47961.6307,,24231,FALSE,1478
didn't,20,0.000417,-7.782424336,-2.56989328,47961.6307,,24251,FALSE,1478
have,239,0.00501,-5.296319364,-45.12567758,47704.59082,,24490,FALSE,1478
effect,6,0.000126,-8.979228651,-0.6682088443,47619.04762,,24496,FALSE,1478
center,6,0.000126,-8.979228651,-0.6682088443,47619.04762,,24502,FALSE,1478
company,16,0.000339,-7.989510451,-2.00262583,47197.64012,,24518,FALSE,1478
a,1079,0.0229,-3.776618368,-285.7053307,47117.90393,,25597,FALSE,1478
names,4,8.51E-05,-9.371683522,-0.4268176567,47003.52526,,25601,FALSE,1478
download,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25603,FALSE,1478
represent,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25605,FALSE,1478
feed,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25607,FALSE,1478
sharing,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25609,FALSE,1478
error,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25611,FALSE,1478
theme,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25613,FALSE,1478
employment,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25615,FALSE,1478
kitchen,2,4.27E-05,-10.06131164,-0.1987812397,46838.40749,,25617,FALSE,1478
places,5,0.000107,-9.142681724,-0.5468854928,46728.97196,,25642,FALSE,1478
morning,10,0.000214,-8.449534543,-1.183497144,46728.97196,,25627,FALSE,1478
leave,10,0.000214,-8.449534543,-1.183497144,46728.97196,,25637,FALSE,1478
felt,6,0.000129,-8.955698154,-0.6699645184,46511.62791,,25648,FALSE,1478
throw,3,6.46E-05,-9.647296147,-0.3109679598,46439.62848,,25651,FALSE,1478
progress,3,6.46E-05,-9.647296147,-0.3109679598,46439.62848,,25654,FALSE,1478
shop,3,6.46E-05,-9.647296147,-0.3109679598,46439.62848,,25657,FALSE,1478
map,3,6.46E-05,-9.647296147,-0.3109679598,46439.62848,,25660,FALSE,1478
rate,7,0.000151,-8.798230721,-0.7956145073,46357.61589,,25667,FALSE,1478
list,9,0.000195,-8.542510999,-1.053554394,46153.84615,,25676,FALSE,1478
active,4,8.71E-05,-9.348453674,-0.4278782502,45924.22503,,25680,FALSE,1478
literature,2,4.37E-05,-10.03816246,-0.1992396526,45766.59039,,25682,FALSE,1478
i.e,2,4.37E-05,-10.03816246,-0.1992396526,45766.59039,,25684,FALSE,1478
whether,10,0.000219,-8.426438828,-1.186740948,45662.10046,,25694,FALSE,1478
level,12,0.000263,-8.243356526,-1.4557177,45627.37643,,25706,FALSE,1478
paper,5,0.00011,-9.115030192,-0.5485445352,45454.54545,,25711,FALSE,1478
crazy,5,0.00011,-9.115030192,-0.5485445352,45454.54545,,25716,FALSE,1478
place,25,0.00055,-7.50559228,-3.330849728,45454.54545,,25741,FALSE,1478
claims,3,6.61E-05,-9.624341811,-0.3117096274,45385.77912,,25744,FALSE,1478
bottom,3,6.61E-05,-9.624341811,-0.3117096274,45385.77912,,25747,FALSE,1478
different,18,0.000398,-7.829058553,-2.299127012,45226.13065,,25765,FALSE,1478
case,18,0.000398,-7.829058553,-2.299127012,45226.13065,,25783,FALSE,1478
total,8,0.000178,-8.633727008,-0.9265986743,44943.82022,,25791,FALSE,1478
causes,2,4.47E-05,-10.01553706,-0.1996897409,44742.72931,,25793,FALSE,1478
expensive,2,4.47E-05,-10.01553706,-0.1996897409,44742.72931,,25795,FALSE,1478
leads,2,4.47E-05,-10.01553706,-0.1996897409,44742.72931,,25797,FALSE,1478
alcohol,2,4.47E-05,-10.01553706,-0.1996897409,44742.72931,,25799,FALSE,1478
lawyer,2,4.47E-05,-10.01553706,-0.1996897409,44742.72931,,25801,FALSE,1478
proof,2,4.47E-05,-10.01553706,-0.1996897409,44742.72931,,25803,FALSE,1478
systems,5,0.000112,-9.097011687,-0.5496310406,44642.85714,,25808,FALSE,1478
ask,10,0.000224,-8.403864506,-1.189928752,44642.85714,,25818,FALSE,1478
trying,12,0.000269,-8.220799178,-1.459712096,44609.66543,,25830,FALSE,1478
square,3,6.76E-05,-9.601902575,-0.3124380795,44378.69822,,25833,FALSE,1478
yes,14,0.000316,-8.059768344,-1.737022629,44303.79747,,25847,FALSE,1478
after,53,0.0012,-6.725433722,-7.880532645,44166.66667,,25900,FALSE,1478
outside,8,0.000182,-8.611503871,-0.9289898861,43956.04396,,25908,FALSE,1478
