,Word,definition
16100,hermit,A religious recluse; someone who lives alone for religious reasons; an eremite.
16101,exultation,"The act of exulting; great joy at success or victory, or at any advantage gained; rapturous delight"
16103,coincidence,"Of objects, the property of being coincident; occurring at the same time or place."
16107,screw,A device that has a helical function.
16109,caravan,"A convoy or procession of travelers, their vehicles and cargo, and any pack animals, especially camels crossing a desert."
16112,eliza,church
16118,hood,A covering for the head attached to a larger garment such as a jacket or cloak.
16122,glove,"An item of clothing other than a mitten, covering all or part of the hand and fingers, but usually allowing independent movement of the fingers."
16128,skipper,(nautical) The master of a ship.
16134,implements,plural of implement
16136,recompense,"An equivalent returned for anything given, done, or suffered; compensation; reward; amends; requital."
16138,plank,"A long, broad and thick piece of timber, as opposed to a board which is less thick."
16143,exaggeration,The act of heaping or piling up.
16144,mi,(music) A syllable used in sol-fa (solfège) to represent the third note of a major scale.
16146,shepherds,plural of shepherd
16148,lilies,plural of lily
16149,ballad,"A kind of narrative poem, adapted for recitation or singing; especially, a sentimental or romantic poem in short stanzas."
16153,cylinder,(geometry) A surface created by projecting a closed two-dimensional curve along an axis intersecting the plane of the curve.
16155,teddy,Abbreviation of teddy bear.
16159,photographs,plural of photograph
16161,colleges,plural of college
16162,dissolution,"the termination of an organized body or legislative assembly, especially a formal dismissal"
16163,marches,the area along a border
16166,seals,plural of seal
16168,vehemence,"An intense concentration, force or power."
16169,chaplain,"A member of a religious body (often, but not always, of the clergy) officially assigned to give pastoral care at an institution, group, private chapel, etc."
16170,knots,plural of knot
16179,deceit,An act or practice intended to deceive; a trick.
16182,geography,A description of the earth: a treatise or textbook on geography; (archaic) an atlas or gazetteer.
16183,herald,"A messenger, especially one bringing important news."
16192,peep,"A quiet sound, particularly one from a baby bird."
16194,swarm,"A large number of insects, especially when in motion or (for bees) migrating to a new colony."
16199,ll,lines
16200,bowels,plural of bowel
16202,blindness,The condition of being blind; unable to see.
16205,conformity,The state of things being similar or identical.
16206,remedies,plural of remedy
16208,maxim,(now  rare) A self-evident axiom or premise; a pithy expression of a general principle or rule.
16209,indexes,plural of index
16211,marshall,(US) Alternative spelling of marshal
16222,bust,A sculptural portrayal of a person's head and shoulders.
16223,visage,Countenance; appearance; one's face.
16224,intuition,Immediate cognition without the use of conscious rational processes.
16233,investment,"The act of investing, or state of being invested."
16234,tabernacle,"Any temporary dwelling; a hut, tent, or booth."
16237,client,"A customer, a buyer or receiver of goods or services."
16239,furs,plural of fur
16240,catalogue,"A systematic list of names, books, pictures etc."
16248,dock,"Any of the genus Rumex of coarse weedy plants with small green flowers related to buckwheat, especially common dock, and used as potherbs and in folk medicine, especially in curing nettle rash."
16249,tenor,(music) A musical range or section higher than bass and lower than alto.
16256,brazil,A brazil nut
16258,recess,"(countable or uncountable) A break, pause or vacation."
16262,psalms,plural of psalm
16263,analogy,"A relationship of resemblance or equivalence between two situations, people, or objects, especially when used as a basis for explanation or extrapolation."
16264,chemistry,(uncountable) The branch of natural science that deals with the composition and constitution of substances and the changes that they undergo as a consequence of alterations in the constitution of their molecules.
16265,peninsula,(geography) A piece of land projecting into water from a larger land mass.
16273,hawk,"A diurnal predatory bird of the family Accipitridae, smaller than an eagle."
16277,rein,"A strap or rope attached to a bridle or bit, used to control a horse, animal or young child."
16283,oracle,A shrine dedicated to some prophetic deity.
16285,alley,"A narrow street or passageway, especially one through the middle of a block giving access to the rear of lots or buildings."
16287,softness,The quality of being soft.
16300,psychology,(uncountable) The study of the human mind.
16301,worms,plural of worm
16304,farming,"The business of cultivating land, raising stocks etc."
16308,actress,A female who performs on the stage or in films. [from 17th c.]
16309,etiquette,"The forms required by a good upbringing, or prescribed by authority, to be observed in social or official life; observance of the proprieties of rank and occasion; conventional decorum; ceremonial code of polite society."
16310,theater,"A place or building, consisting of a stage and seating, in which an audience gathers to watch plays, musical performances, public ceremonies, and so on."
16311,thanksgiving,an expression of gratitude.
16312,valor,Value; worth.
16314,tactics,plural of tactic
16317,drug,"(pharmacology) A substance used to treat an illness, relieve a symptom, or modify a chemical process in the body for a specific purpose."
16329,nina,A hidden message revealed in the completed grid of a crossword.
16330,quart,A unit of liquid capacity equal to two pints; one-fourth (quarter) of a gallon. Equivalent to 1.136 liters in the UK and 0.946 liter (liquid quart) or 1.101 liters (dry quart) in the U.S.
16331,caprice,"An impulsive, seemingly unmotivated notion, action, or change of mind."
16333,candy,"(uncountable, chiefly Canada, US) Edible, sweet-tasting confectionery containing sugar, or sometimes artificial sweeteners, and often flavored with fruit, chocolate, nuts, herbs and spices, or artificial flavors."
16338,planets,plural of planet
16343,opium,"(uncountable) A yellow-brown, addictive narcotic drug obtained from the dried juice of unripe pods of the opium poppy, Papaver somniferum, and containing alkaloids such as morphine, codeine, and papaverine."
16344,pavilion,An ornate tent.
16354,cords,plural of cord
16356,odour,"Any smell, whether fragrant or offensive; scent; perfume."
16357,trout,"Any of several species of fish in Salmonidae, closely related to salmon, and distinguished by spawning more than once."
16359,paste,"A soft moist mixture, in particular:"
16361,regularity,(uncountable) The condition or quality of being regular
16366,scrap,"A (small) piece; a fragment; a detached, incomplete portion."
16373,package,"Something which is packed, a parcel, a box, an envelope."
16375,pirate,"A criminal who plunders at sea; commonly attacking merchant vessels, though often pillaging port towns."
16378,fiend,A devil or demon; a malignant or diabolical being; an evil spirit.
16380,moan,"a low, mournful cry of pain, sorrow or pleasure"
16385,trades,plural of trade
16387,rounds,plural of round
16389,accomplishments,plural of accomplishment
16393,aft,(nautical) The stern portion of a vessel.
16398,role,A character or part played by a performer or actor.
16400,dose,A measured portion of medicine taken at any one time.
16402,hypocrisy,"The contrivance of a false appearance of virtue or goodness, while concealing real character or inclinations, especially with respect to religious and moral beliefs; hence in general sense, dissimulation, pretence, sham."
16406,salmon,"One of several species of fish, typically of the Salmoninae subfamily, brownish above with silvery sides and delicate pinkish-orange flesh; they ascend rivers to spawn."
16409,snap,A quick breaking or cracking sound or the action of producing such a sound.
16413,alma,An Egyptian singer or dancing-girl employed for entertainment or as a professional mourner.
16420,hetty,(gay slang) A heterosexual.
16423,geese,plural form of goose
16426,manifold,(now historical) A copy made by the manifold writing process.
16430,pudding,"Any of various dishes, sweet or savoury, prepared by boiling or steaming, or from batter."
16433,locke,Archaic spelling of lock.
16435,deals,plural of deal
16437,core,"The central part of fruit, containing the kernels or seeds."
16443,decency,The quality of being decent; propriety.
16444,observance,"The practice of complying with a law, custom, command or rule."
16448,predecessor,"One who precedes; one who has preceded another in any state, position, office, etc.; one whom another follows or comes after, in any office or position."
16449,diplomacy,"The art and practice of conducting international relations by negotiating alliances, treaties, agreements etc., bilaterally or multilaterally, between states and sometimes international organisms, or even between polities with varying status, such as those of monarchs and their princely vassals"
16453,wig,"A head of real or synthetic hair worn on the head to disguise baldness, for cultural or religious reasons, for fashion, or by actors to help them better resemble the character they are portraying."
16455,pump,A device for moving or compressing a liquid or gas.
16458,reigns,plural of reign
16463,dam,"A structure placed across a flowing body of water to stop the flow or part of the flow, generally for purposes such as retaining or diverting some of the water or retarding the release of accumulated water to avoid abrupt flooding"
16467,facilities,plural of facility
16469,transformation,The act of transforming or the state of being transformed.
16470,oxygen,A chemical element (symbol O) with an atomic number of 8 and relative atomic mass of 15.9994.
16471,suburbs,The populated area surrounding a city.
16473,dares,plural of dare
16478,fringe,A decorative border.
16481,raiment,"(archaic or literary) Clothing, garments, dress, material."
16482,wellington,Alternative spelling of Wellington (the boot).
16483,foreman,(management) The leader of a work crew.
16484,feat,A relatively rare or difficult accomplishment.
16489,sultan,"(historical) The holder of a secular office, formally subordinate to, but de facto the power behind the throne of, the caliph."
16490,certificate,A document containing a certified statement.
16492,rue,(archaic or dialectal) Sorrow; repentance; regret.
16495,heresy,"(religion) A doctrine held by a member of a religion at variance with established religious beliefs, especially dissension from Roman Catholic dogma."
16496,medal,"A stamped metal disc used as a personal ornament, a charm, or a religious object."
16498,location,A particular point or place in physical space.
16499,ether,"(uncountable, literary or poetic) The substance formerly supposed to fill the upper regions of the atmosphere above the clouds, in particular as a medium breathed by deities."
16501,ruby,"A clear, deep, red variety of corundum, valued as a precious stone."
16511,ancestor,"One from whom a person is descended, whether on the father's or mother's side, at any distance of time; a progenitor; a forefather."
16515,cluster,A group or bunch of several discrete items that are close to each other.
16517,quotation,"A fragment of a human expression that is repeated by somebody else. Most often a quotation is taken from literature or speech, but also scenes from a movie, elements of a painting, a passage of music, etc., may be quoted."
16520,exposition,"The action of exposing something to something, such as skin to the sunlight."
16521,custody,"The legal right to take care of something or somebody, especially children."
16522,thermometer,An apparatus used to measure temperature.
16524,toss,"A throw, a lob, of a ball etc., with an initial upward direction, particularly with a lack of care."
16526,desperation,The act of despairing or becoming desperate; a giving up of hope.
16530,bailey,The outer wall of a feudal castle.
16533,rung,A crosspiece forming a step of a ladder; a round.
16534,civility,Politeness; courtesy; an individual act or a manner of behaving which conforms to social conventions of propriety.
16537,scaffold,A structure made of scaffolding for workers to stand on while working on a building.
16539,concentration,"The act, process or ability of concentrating; the process of becoming concentrated, or the state of being concentrated."
16540,avarice,Excessive or inordinate desire of gain; greed for wealth
16543,pools,plural of pool
16545,oar,"An implement used to propel a boat or a ship in the water, having a flat blade at one end, being rowed from the other end and being normally fastened to the vessel."
16549,martyr,"One who willingly accepts being put to death for adhering openly to one's religious beliefs; notably, saints canonized after martyrdom."
16554,bait,"Any substance, especially food, used in catching fish, or other animals, by alluring them to a hook, snare, trap, or net."
16558,login,"(computing) A combination of a user's identification and password used to enter a computer, program, network, etc."
16560,commotion,A state of turbulent motion.
16562,drawers,plural of drawer
16563,telescope,"A monocular optical instrument that magnifies distant objects, especially in astronomy."
16565,deposits,plural of deposit
16567,craving,A strong desire; yearning.
16569,bureau,An administrative unit of government; office.
16570,oscar,"Astronotus ocellatus, a cichlid fish, native to South America, sometimes kept in aquariums."
16576,slice,That which is thin and broad.
16578,renaissance,A rebirth or revival.
16579,meg,"(slang) Any unit having the SI prefix mega-, such as megahertz"
16581,serenity,The state of being serene; calmness; peacefulness.
16582,perspiration,The action or process of perspiring.
16584,ardor,Great warmth of feeling; fervor; passion.
16585,necklace,"An article of jewelry that is worn around the neck, most often made of a string of precious metal, pearls, gems, beads or shells, and sometimes having a pendant attached."
16594,genoa,(nautical) A staysail that resembles a jib but extends aft beyond the mast.
16595,courier,A person who looks after and guides tourists.
16599,xi,The 14th letter of Classical and Modern Greek. The 15th in Ancient and Old Greek.
16608,seriousness,The state or quality of being serious.
16611,womb,"(anatomy) In female mammals, the organ in which the young are conceived and grow until birth; the uterus. [from 8thc.]"
16615,singers,plural of singer
16616,usefulness,The quality or degree of being useful.
16618,mortality,The condition of being susceptible to death.
16619,profusion,abundance; the state of being profuse; a cornucopia
16624,maturity,"The state of being mature, ready or ripe."
16625,surf,Waves that break on an ocean shoreline.
16629,weed,"(countable) Any plant regarded as unwanted at the place where, and at the time when it is growing."
16633,phases,plural of phase
16636,womanhood,The state of being a woman.
16642,whiskey,"(Ireland, US) A liquor distilled from the fermented mash of grain (as rye, corn, or barley)."
16647,willow,"Any of various deciduous trees or shrubs in the genus Salix, in the willow family Salicaceae, found primarily on moist soils in cooler zones in the northern hemisphere."
16650,sojourn,A short stay somewhere.
16653,booty,"(nautical) A form of prize which, when a ship was captured at sea, could be distributed at once."
16655,camel,"A beast of burden, much used in desert areas, of the genus Camelus."
16658,amateur,(now  rare) A lover of something.
16661,qualifications,plural of qualification
16662,gasp,"A short, sudden intake of breath."
16666,gliding,The action or motion of something that glides.
16669,racing,The sport of competing in races.
16673,extremes,plural of extreme
16674,damascus,Ellipsis of Damascus steel
16677,peggy,"Any of several small warblers, the whitethroat, etc."
16678,exit,A way out.
16680,originality,(uncountable) The quality of being original or novel.
16683,isolation,"(chiefly uncountable) The state of being isolated, detached, or separated."
16686,glee,"(uncountable) Joy; happiness great delight, especially from one's own good fortune or from another's misfortune."
16688,adult,A fully grown human or animal.
16691,solace,Comfort or consolation in a time of loneliness or distress.
16693,biography,"A person's life story, especially one published."
16695,hardship,Difficulty or trouble; hard times.
16698,lied,"(music) An art song, sung in German and accompanied on the piano."
16699,donkey,"a domestic animal, Equus asinus asinus, similar to a horse"
16700,trader,One who gains a livelihood from trading goods or securities.
16701,rumour,"Britain, Canada, New Zealand, Australia,  and Ireland spelling of rumor"
16705,favors,plural of favor
16707,perspective,"A view, vista or outlook."
16711,pro,"An advantage of something, especially when contrasted with its disadvantages (cons)."
16716,val,(informal) Valium.
16719,snare,"A trap (especially one made from a loop of wire, string, or leather)."
16724,wines,plural of wine
16727,envoy,"(law) a diplomatic agent of the second rank, next in status after an ambassador."
16729,reverie,A state of dreaming while awake; a loose or irregular train of thought; musing or meditation; daydream. [1657]
16733,chatter,"Talk, especially meaningless or unimportant talk."
16735,judas,Alternative form of Judas
16736,nourishment,The act of nourishing or the state of being nourished
16737,reforms,plural of reform
16739,clatter,"A rattling noise; a repetition of abrupt, sharp sounds."
16746,thorn,(botany) A sharp protective spine of a plant.
16758,constancy,"(uncountable) The quality of being constant; steadiness or faithfulness in action, affections, purpose, etc."
16760,signals,plural of signal
16767,novelist,An author of novels.
16769,editors,plural of editor
16772,limestone,"An abundant rock of marine and fresh-water sediments; primarily composed of calcite (CaCO3); it occurs in a variety of forms, both crystalline and amorphous."
16775,collision,An instance of colliding.
16776,pebbles,plural of pebble
16781,ordeal,A painful or trying experience.
16783,peas,plural of pea
16784,repast,(now literary) A meal.
16787,clan,"(anthropology) A group of people all descended from a common ancestor, in fact or belief."
16792,dart,"A pointed missile weapon, intended to be thrown by the hand, for example a short lance or javelin"
16793,berth,"A fixed bunk for sleeping in (caravans, trains, etc)."
16795,bridal,(archaic) A wedding feast or festival; a wedding.
16801,tint,A slight coloring.
16803,insults,plural of insult
16805,precedent,An act in the past which may be used as an example to help decide the outcome of similar instances in the future.
16811,bully,"A person who is physically or emotionally cruel to others, especially to those who are weaker or have less power. [from late 17th c.]"
16815,vacation,Freedom from some business or activity. [from 14th c.]
16818,canon,A generally accepted principle; a rule.
16821,aisle,"A wing of a building, notably in a church separated from the nave proper by piers."
16822,click,"A brief, sharp, not particularly loud, relatively high-pitched sound produced by the impact of something small and hard against something hard, such as by the operation of a switch, a lock or a latch, or a finger pressed against the thumb and then released to strike the hand."
16833,oval,A shape rather like an egg or an ellipse.
16837,delirium,"A temporary mental state with a sudden onset, usually reversible, including symptoms of confusion, inability to concentrate, disorientation, anxiety, and sometimes hallucinations. Causes can include dehydration, drug intoxication, and severe infection."
16838,cedar,(countable) A coniferous tree of the genus Cedrus in the family Pinaceae.
16840,ingratitude,A lack or absence of gratitude; thanklessness.
16842,bewilderment,The state of being bewildered.
16843,servitude,The state of being a slave; slavery.
16845,stump,"The remains of something that has been cut off; especially the remains of a tree, the remains of a limb."
16851,poultry,"Domestic fowl (e.g. chickens, ducks, turkeys, and geese) raised for food (either meat or eggs)."
16852,horseman,A man who rides a horse.
16853,dictionary,"A reference work with a list of words from one or more languages, normally ordered alphabetically, explaining each word's meaning, and sometimes containing information on its etymology, pronunciation, usage, translations, and other data."
16856,adoration,(countable) An act of religious worship.
16857,wager,"Something deposited, laid, or hazarded on the event of a contest or an unsettled question; a bet; a stake; a pledge."
16861,pathway,A footpath or other path or track.
16864,advent,arrival; onset; a time when something first comes or appears
16865,gear,"(uncountable) Equipment or paraphernalia, especially that used for an athletic endeavor."
16868,celebration,"The formal performance of a solemn rite, such as Christian sacrament."
16876,wares,plural of ware
16877,rendezvous,A meeting or date.
16883,accompaniment,"(music) A part, usually performed by instruments, that gives support or adds to the background in music, or adds for ornamentation; also, the harmony of a figured bass."
16884,chaps,plural of chap
16889,lumber,"(Canada, US, uncountable) Wood intended as a building material."
16891,publishing,"The industry of publishing, including the production and distribution of books, magazines, web sites, newspapers, etc."
16893,customer,"A patron; one who purchases or receives a product or service from a business or merchant, or intends to do so."
16896,prints,plural of print
16903,genesis,"The origin, start, or point at which something comes into being."
16904,rug,A partial covering for a floor. [1624]
16911,galley,"(nautical) A long, slender ship propelled primarily by oars, whether having masts and sails or not; usually referring to rowed warships used in the Mediterranean from the 16th century until the modern era."
16912,partition,"An action which divides a thing into parts, or separates one thing from another."
16914,blunder,A clumsy or embarrassing mistake.
16921,ham,(anatomy) The region back of the knee joint; the popliteal space; the hock.
16922,rainbow,"A multicoloured arch in the sky, produced by prismatic refraction of light within droplets of rain in the air."
16925,sentinel,A sentry or guard.
16928,outlook,A place from which something can be viewed.
16934,mice,plural form of mouse
16936,vivacity,The quality or state of being vivacious.
16944,pose,"(archaic) Common cold, head cold; catarrh."
16948,contentment,the state or degree of being contented or satisfied.
16949,sterling,The currency of the United Kingdom; especially the pound.
16951,veneration,The act of venerating or the state of being venerated.
16956,bower,"A bedroom or private apartments, especially for a woman in a medieval castle."
16963,organism,"(biology) A discrete and complete living thing, such as animal, plant, fungus or microorganism."
16970,factors,plural of factor
16973,guise,"Customary way of speaking or acting; fashion, manner, practice (often used formerly in such phrases as ""at his own guise""; that is, in his own fashion, to suit himself.)"
16977,impudence,"The quality of being impudent, not showing due respect."
16978,midday,noon; twelve o'clock during the day
16985,nigger,"(now offensive, ethnic slur, vulgar, see usage notes) A dark-skinned person, especially a person of, or primarily of, Negro descent; a black person."
16987,lily,"Any of several flowers in the genus Lilium of the family Liliaceae, which includes a great many ornamental species."
16989,noun,"(grammar, narrow sense) A word that can be used to refer to a person, animal, place, thing, phenomenon, substance, quality, or idea; one of the basic parts of speech in many languages, including English."
16991,scout,"A person sent out to gain and bring in tidings; especially, one employed in war to gain information about the enemy and ground."
16996,spit,"A thin metal or wooden rod on which meat is skewered for cooking, often over a fire."
17007,battalion,"(military) An army unit having two or more companies, etc. and a headquarters. Traditionally forming part of a regiment."
17009,heritage,An inheritance; property that may be inherited.
17010,brotherhood,The state of being brothers or a brother.
17011,nun,"A member of a Christian religious community of women who live by certain vows and usually wear a habit, (Roman Catholicism, specifically) those living together in a cloister."
17014,wad,"An amorphous, compact mass."
17025,frigate,"(nautical) An obsolete type of sailing warship with a single continuous gun deck, typically used for patrolling, blockading, etc, but not in line of battle."
17028,atoms,plural of atom
17029,curves,plural of curve
17031,outlet,A vent or similar passage to allow the escape of something.
17037,fairies,plural of fairy
17041,sledge,"A heavy, long handled maul or hammer used to drive stakes, wedges, etc."
17045,supervision,The act or instance of supervising.
17046,butt,"(countable) The larger or thicker end of something; the blunt end, in distinction from the sharp or narrow end"
17055,tank,A closed container for liquids or gases.
17057,velocity,"(physics) A vector quantity that denotes the rate of change of position with respect to time, or a speed with the directional component."
17060,colleague,"A fellow member of a profession, staff, academic faculty or other organization; an associate."
17062,pins,plural of pin
17064,butcher,A person who prepares and sells meat (and sometimes also slaughters the animals).
17068,butterfly,"A flying insect of the order Lepidoptera, distinguished from moths by their diurnal activity and generally brighter colouring. [from 11th c.]"
17070,chart,A map.
17072,twin,"Either of two people (or, less commonly, animals) who shared the same uterus at the same time; one who was born at the same birth as a sibling."
17085,deficiency,(uncountable) Inadequacy or incompleteness.
17090,gallows,Wooden framework on which persons are put to death by hanging. [from 1300s]
17095,omen,Something which portends or is perceived to portend a good or evil event or circumstance in the future; an augury or foreboding.
17100,wretchedness,An unhappy state of mental or physical suffering.
17107,encampment,A campsite.
17108,possessor,Agent noun of possess; one who possesses.
17113,sub,A submarine.
17117,drugs,plural of drug
17119,engineers,plural of engineer
17122,bucket,"A container made of rigid material, often with a handle, used to carry liquids or small items."
17130,glitter,"A bright, sparkling light; shininess or brilliance."
17132,ordinance,A local law (US)
17133,bamboo,"A grass of the Poaceae family, characterised by its woody, hollow, round, straight, jointed stem, all of which are in the Bambuseae tribe."
17137,vocation,"An inclination to undertake a certain kind of work, especially a religious career; often in response to a perceived summons; a calling."
17138,admirer,One who admires.
17147,organisation,British spelling standard spelling of organization.
17149,dealer,"One who deals in goods, especially automobiles; a middleman."
17154,deuce,"(card games) A card with two pips, one of four in a standard deck of playing cards."
17155,emblem,"A representative symbol, such as a trademark or logo."
17164,decorations,plural of decoration
17165,thigh,"The upper leg of a human, between the hip and the knee. [from 8th c.]"
17177,mien,"(countable, uncountable) Demeanor; facial expression or attitude, especially one which is intended by its bearer."
17182,railing,A fence or barrier consisting of one or more horizontal rails and vertical supports.
17184,peers,plural of peer
17187,sanctity,(uncountable) Holiness of life or disposition; saintliness
17188,accumulation,"The act of amassing or gathering, as into a pile."
17190,inspector,A person employed to inspect something.
17191,wardrobe,"(obsolete) A room for keeping clothes and armor safe, particularly a dressing room or walk-in closet beside a bedroom."
17193,Jesuit,(Catholicism) a member of the Society of Jesus
17195,texture,"The feel or shape of a surface or substance; the smoothness, roughness, softness, etc. of something."
17197,adjustment,The action of adjusting something
17198,epistle,"A letter, or a literary composition in the form of a letter."
17200,adventurer,One who enjoys adventures.
17201,priesthood,The role or office of a priest
17202,seaman,"A mariner or sailor, one who mans a ship. Opposed to landman or landsman."
17206,marsh,"an area of low, wet land, often with tall grass"
17209,vase,"A container used mainly for displaying fresh, dried, or artificial flowers."
17214,baths,plural of bath
17217,minimum,The lowest limit.
17219,correction,The act of correcting.
17220,morsel,"A small fragment or share of something, commonly applied to food."
17221,overlook,A vista or point that gives a beautiful view.
17223,meagre,"Argyrosomus regius, an edible fish of the family Sciaenidae."
17227,magician,A person who plays with or practices allegedly supernatural magic.
17233,nightmare,"(now  rare) A female demon or monster, thought to plague people while they slept and cause a feeling of suffocation and terror during sleep."
17234,carbon,(uncountable) The chemical element (symbol C) with an atomic number of 6.
17237,coil,Something wound in the form of a helix or spiral.
17240,stairway,A set of steps allowing one to walk up or down.
17241,willingness,The state of being willing
17242,sarcasm,"(uncountable) Use of acerbic language to mock or convey contempt, often using irony and (in speech) often marked by overemphasis and a sneering tone of voice."
17248,jerk,"A sudden, often uncontrolled movement, especially of the body."
17250,tout,Someone advertising for customers in an aggressive way.
17253,vocabulary,"A usually alphabetized and explained collection of words e.g. of a particular field, or prepared for a specific purpose, often for learning."
17254,stroll,A wandering on foot; an idle and leisurely walk; a ramble.
17264,fitness,"The condition of being fit, suitable or appropriate."
17266,temperance,Habitual moderation in regard to the indulgence of the natural appetites and passions; restrained or moderate indulgence
17267,illumination,"The act of illuminating, or supplying with light; the state of being illuminated."
17268,translations,plural of translation
17269,martyrdom,"The condition of a martyr; the death of a martyr; the suffering of death on account of adherence to the Christian faith, or to any cause."
17273,nationality,"Membership of a particular nation or state, by origin, birth, naturalization, ownership, allegiance or otherwise."
17276,jam,A sweet mixture of fruit boiled with sugar and allowed to congeal. Often spread on bread or toast or used in jam tarts.
17279,shoots,plural of shoot
17285,flavour,(British spelling) Standard spelling of flavor.
17287,nets,plural of net
17289,dice,(uncountable) Gaming with one or more dice.
17295,ante,"A price or cost, as in up the ante."
17298,swine,"(plural swine) Any of various omnivorous, even-toed ungulates of the family Suidae."
17299,Baptist,"A Protestant denomination of Christianity, which believes in the baptism of believers, as opposed to the baptism of infants."
17301,listener,"Someone who listens, especially to a speech or a broadcast."
17303,genera,plural of genus
17304,contrivance,a (mechanical) device to perform a certain task
17307,museum,"A building or institution dedicated to the acquisition, conservation, study, exhibition, and educational interpretation of objects having scientific, historical, cultural or artistic value."
17308,benefactor,"Somebody who gives a gift, often money to a charity."
17309,tints,plural of tint
17311,alphabet,The set of letters used when writing in a language.
17322,Boer,"A Dutch colonist in South Africa, or one of their (white) descendants, especially a farmer; an Afrikaner."
17332,misunderstanding,A mistake as to the meaning of something or a specific point of view; erroneous interpretation or comprehension; misconception.
17334,universities,plural of university
17335,dexterity,"Skill in performing tasks, especially with the hands."
17342,rag,(in the plural) Tattered clothes.
17349,punch,(countable) A hit or strike with one's fist.
17356,mythology,"(countable  and  uncountable) The collection of myths of a people, concerning the origin of the people, history, deities, ancestors and heroes."
17363,circumference,(geometry) The line that bounds a circle or other two-dimensional figure
17366,axis,(geometry) An imaginary line around which an object spins (an axis of rotation) or is symmetrically arranged (an axis of symmetry).
17370,gum,(often in the plural) The flesh around the teeth.
17372,las,plural of la
17378,ferocity,The condition of being ferocious.
17399,lash,"The thong or braided cord of a whip, with which the blow is given."
17402,recital,The act of reciting (the repetition of something that has been memorized); rehearsal
17408,lore,All the facts and traditions about a particular subject that have been accumulated over time through education or experience.
17412,mainland,"The continent; the principal land, as distinguished from islands or a peninsula."
17413,Scot,A person born in or native to Scotland.
17415,repute,"Reputation, especially a good reputation."
17417,cushion,"A soft mass of material stuffed into a cloth bag, used for comfort or support; for sitting on, kneeling on, resting one's head on etc."
17425,myth,"A traditional story which embodies a belief regarding some fact or phenomenon of experience, and in which often the forces of nature and of the soul are personified; a sacred narrative regarding a god, a hero, the origin of the world or of a people, etc."
17426,flights,plural of flight
17428,oats,plural of oat
17429,layers,plural of layer
17431,ownership,The state of having complete legal control of something; possession; proprietorship.
17435,cape,"(geography) A piece or point of land, extending beyond the adjacent coast into a sea or lake; a promontory; a headland."
17436,glimmer,A faint light; a dim glow.
17438,scare,A minor fright.
17444,equals,plural of equal
17452,brake,A fern; bracken. [from 14th c.]
17460,nut,A hard-shelled seed.
17462,stability,"The condition of being stable or in equilibrium, and thus resistant to change."
17464,kirk,(Northern England and Scotland) a church.
17465,bough,A firm branch of a tree.
17469,hardness,The quality of being hard.
17475,timidity,shyness
17481,mat,"A flat piece of coarse material used for wiping one’s feet, or as a decorative or protective floor covering."
17486,raid,(military) A quick hostile or predatory incursion or invasion in a battle.
17490,suppression,The act or instance of suppressing.
17492,puff,(countable) A sharp exhalation of a small amount of breath through the mouth.
17493,juncture,"A place where things join, a junction."
17494,beak,Anatomical uses.
17503,Quaker,"(religion) A believer of the Quaker faith and a member of the Society of Friends, known for their pacifist views."
17507,grate,"A horizontal metal grill through which water, ash, or small objects can fall, while larger objects cannot."
17519,charcoal,"(countable, uncountable) Impure carbon obtained by destructive distillation of wood or other organic matter, that is to say, heating it in the absence of oxygen."
17524,arrogance,The state of being arrogant; a type of extreme or foolish pride in which someone feels much superior to another
17525,friction,The rubbing of one object or surface against another.
17526,participation,"The act of participating, of taking part in something."
17527,pier,"A raised platform built from the shore out over water, supported on piles; used to secure, or provide access to shipping; a jetty."
17543,ratio,A number representing a comparison between two named things.
17545,comb,A toothed implement for grooming the hair or (formerly) for keeping it in place.
17549,masterpiece,"A piece of work that has been given much critical praise, especially one that is considered the greatest work of a person's career."
17550,wholesale,"(business) The sale of products, often in large quantities, to retailers or other merchants."
17554,embraces,plural of embrace
17562,mortar,"(uncountable) A mixture of lime or cement, sand and water used for bonding building blocks."
17565,recreation,"Any activity, such as play, that amuses, diverts or stimulates."
17570,rite,A religious custom.
17575,caress,"An act of endearment; any act or expression of affection; an embracing, or touching, with tenderness. [from 1640s]"
17577,si,(music) A syllable used in solfège to represent the seventh note of a major scale.
17578,curling,The action or motion of something that curls or is curled.
17580,rivalry,An ongoing relationship between (usually two) rivals who compete for superiority.
17581,whim,"A fanciful impulse, or whimsical idea"
17589,peg,A cylindrical wooden or metal object used to fasten or as a bearing between objects.
17592,pestilence,"Any epidemic disease that is highly contagious, infectious, virulent and devastating."
17595,receiver,A person who or thing that receives or is intended to receive something.
17596,sample,"A part or snippet of something taken or presented for inspection, or shown as evidence of the quality of the whole; a specimen."
17602,matron,A mature or elderly woman.
17611,spider,"Any of various eight-legged, predatory arthropods, of the order Araneae, most of which spin webs to catch prey."
17615,reed,(countable) Any of various types of tall stiff perennial grass-like plants growing together in groups near water.
17617,streak,An irregular line left from smearing or motion.
17625,baronet,"A hereditary title, below a peerage and senior to most knighthoods, entitling the bearer to the titular prefix ""Sir"" (for men) or ""Dame"" (for women) which is used in conjunction with the holder's Christian name. It is inheritable, usually by the eldest son, although a few baronetcies can also pass through the female line."
17626,commodore,"(military, nautical) A naval officer holding a rank between captain and rear admiral."
